train.size,percent.correct.labels,auc,percent.correct.intervals
2,0,0.806325910931174,0
4,73.0263157894737,0.806325910931174,47.3684210526316
6,50.6578947368421,0.806325910931174,21.0526315789474
8,50.6578947368421,0.806325910931174,21.0526315789474
10,51.3157894736842,0.806325910931174,21.0526315789474
12,53.9473684210526,0.806325910931174,26.3157894736842
14,53.9473684210526,0.806325910931174,26.3157894736842
16,51.9736842105263,0.806325910931174,21.0526315789474
18,53.2894736842105,0.806325910931174,21.0526315789474
20,53.2894736842105,0.806325910931174,21.0526315789474
25,53.2894736842105,0.806325910931174,21.0526315789474
30,57.2368421052632,0.806325910931174,26.3157894736842
35,61.1842105263158,0.806325910931174,31.5789473684211
40,64.4736842105263,0.806325910931174,36.8421052631579
45,63.8157894736842,0.806325910931174,36.8421052631579
50,64.4736842105263,0.806325910931174,42.1052631578947
55,64.4736842105263,0.806325910931174,36.8421052631579
60,64.4736842105263,0.806325910931174,36.8421052631579
65,63.8157894736842,0.806325910931174,36.8421052631579
70,64.4736842105263,0.806325910931174,42.1052631578947
75,64.4736842105263,0.806325910931174,42.1052631578947
80,67.1052631578947,0.806325910931174,47.3684210526316
85,67.1052631578947,0.806325910931174,42.1052631578947
90,64.4736842105263,0.806325910931174,42.1052631578947
95,67.1052631578947,0.806325910931174,47.3684210526316
100,64.4736842105263,0.806325910931174,42.1052631578947
152,67.1052631578947,0.806325910931174,47.3684210526316
