train.size,percent.correct.labels,auc,percent.correct.intervals
2,,,
4,,,
6,,,
8,,,
10,,,
12,90.3508771929824,0.973981900452489,90.3508771929825
14,90.3508771929824,0.973981900452489,90.3508771929825
16,90.3508771929824,0.973981900452489,90.3508771929825
18,90.3508771929824,0.973981900452489,90.3508771929825
20,94.9122807017544,0.989441930618401,94.9122807017544
25,94.9122807017544,0.989672364672365,94.9122807017544
30,94.9122807017544,0.988205966147143,94.9122807017544
35,94.9122807017544,0.988478297301827,94.9122807017544
40,95.2631578947368,0.984246690129043,95.2631578947368
45,95.4385964912281,0.984477124183007,95.4385964912281
50,95.4385964912281,0.994720965309201,95.4385964912281
55,96.8421052631579,0.996459694989107,96.8421052631579
60,96.140350877193,0.996145466733702,96.140350877193
65,96.140350877193,0.996145466733702,96.140350877193
70,96.140350877193,0.996124518183342,96.140350877193
75,96.140350877193,0.996082621082621,96.140350877193
80,97.5438596491228,0.997402379755321,97.5438596491228
85,97.5438596491228,0.997402379755321,97.5438596491228
90,97.5438596491228,0.997402379755321,97.5438596491228
95,97.5438596491228,0.997402379755321,97.5438596491228
100,97.5438596491228,0.997611865258924,97.5438596491228
200,98.5964912280702,0.998554550025138,98.5964912280702
300,98.7719298245614,0.998805932629462,98.7719298245614
400,98.5964912280702,0.998240321769734,98.5964912280702
500,98.7719298245614,0.998072733366851,98.7719298245614
600,98.9473684210526,0.998366013071895,98.9473684210526
700,98.7719298245614,0.998303167420815,98.7719298245614
800,98.7719298245614,0.998345064521535,98.7719298245614
900,98.7719298245614,0.998345064521535,98.7719298245614
1000,98.5964912280702,0.99803083626613,98.5964912280702
2848,99.1228070175439,0.998449807273337,99.1228070175439
