train.size,percent.correct.labels,auc,percent.correct.intervals
2,88.034188034188,0.95954415954416,53.8461538461539
4,85.4700854700855,0.952279202279202,46.1538461538462
6,88.8888888888889,0.965242165242165,61.5384615384615
8,90.5982905982906,0.96011396011396,53.8461538461539
10,90.5982905982906,0.96011396011396,53.8461538461539
12,91.4529914529915,0.964102564102564,61.5384615384615
14,93.1623931623932,0.963817663817664,69.2307692307692
16,92.3076923076923,0.964957264957265,61.5384615384615
18,91.4529914529915,0.963532763532763,61.5384615384615
20,92.3076923076923,0.964957264957265,61.5384615384615
25,88.8888888888889,0.964957264957265,61.5384615384615
30,88.8888888888889,0.965384615384615,61.5384615384615
35,88.8888888888889,0.964102564102564,61.5384615384615
40,91.4529914529915,0.962250712250712,61.5384615384615
45,92.3076923076923,0.964387464387464,61.5384615384615
50,90.5982905982906,0.961396011396011,53.8461538461539
55,90.5982905982906,0.961396011396011,53.8461538461539
60,91.4529914529915,0.963817663817664,61.5384615384615
65,91.4529914529915,0.964102564102564,61.5384615384615
