n,accuracy
4,90.17543859649123
5,88.42105263157895
6,85.26315789473684
7,86.31578947368422
8,76.84210526315789
9,91.40350877192982
10,91.9298245614035
11,92.28070175438596
12,91.75438596491227
13,92.98245614035088
14,91.75438596491227
15,90.70175438596492
16,92.80701754385964
17,93.15789473684211
18,93.15789473684211
19,94.73684210526315
20,92.98245614035088
21,92.98245614035088
22,90.52631578947368
23,95.26315789473684
24,94.03508771929825
25,94.91228070175438
26,94.38596491228071
27,95.08771929824562
28,95.26315789473684
29,94.73684210526315
30,97.19298245614036
31,96.84210526315789
32,96.49122807017544
33,96.49122807017544
34,96.49122807017544
35,97.01754385964912
36,95.26315789473684
37,96.14035087719299
38,96.49122807017544
39,94.03508771929825
40,92.45614035087719
41,95.26315789473684
42,94.03508771929825
43,96.14035087719299
44,96.84210526315789
45,95.96491228070175
46,97.54385964912281
47,97.01754385964912
48,97.36842105263158
49,95.08771929824562
50,96.84210526315789
51,97.36842105263158
52,95.78947368421052
53,97.19298245614036
54,95.78947368421052
55,97.19298245614036
56,97.19298245614036
57,97.19298245614036
58,97.19298245614036
59,97.19298245614036
60,97.19298245614036
61,97.19298245614036
62,96.84210526315789
63,97.01754385964912
64,96.84210526315789
65,97.19298245614036
66,96.84210526315789
67,96.84210526315789
68,96.49122807017544
69,94.91228070175438
70,94.56140350877193
71,97.19298245614036
72,97.36842105263158
73,96.49122807017544
74,95.6140350877193
75,96.84210526315789
76,96.14035087719299
77,96.49122807017544
78,97.36842105263158
79,97.01754385964912
80,97.19298245614036
81,96.66666666666667
82,97.19298245614036
83,97.36842105263158
84,97.19298245614036
85,97.19298245614036
86,96.66666666666667
87,97.01754385964912
88,96.66666666666667
89,97.36842105263158
90,97.01754385964912
91,97.54385964912281
92,97.01754385964912
93,97.19298245614036
94,97.01754385964912
95,97.01754385964912
96,96.49122807017544
97,97.19298245614036
98,94.73684210526315
99,97.71929824561404
100,97.89473684210527
