train.size,model,accuracy.percent
2,baseline_0,67.3297166968053
2,unsup_BIC_1,91.9831223628692
2,unreg_linear_1,92.1940928270042
2,unreg_linear_2,91.5611814345992
2,L1reg_linear_117,
4,baseline_0,82.3086196503918
4,unsup_BIC_1,91.9831223628692
4,unreg_linear_1,91.5310427968656
4,unreg_linear_2,90.9584086799277
4,L1reg_linear_117,90.3254972875226
6,baseline_0,90.8679927667269
6,unsup_BIC_1,91.9831223628692
6,unreg_linear_1,77.3056057866184
6,unreg_linear_2,95.0271247739602
6,L1reg_linear_117,89.5720313441833
8,baseline_0,90.8679927667269
8,unsup_BIC_1,91.9831223628692
8,unreg_linear_1,76.4617239300784
8,unreg_linear_2,92.91742013261
8,L1reg_linear_117,94.6654611211573
10,baseline_0,90.8679927667269
10,unsup_BIC_1,91.9831223628692
10,unreg_linear_1,44.6051838456902
10,unreg_linear_2,46.4436407474382
10,L1reg_linear_117,96.8354430379747
12,baseline_0,90.8679927667269
12,unsup_BIC_1,91.9831223628692
12,unreg_linear_1,44.6051838456902
12,unreg_linear_2,46.7751657625075
12,L1reg_linear_117,97.0464135021097
14,baseline_0,90.8679927667269
14,unsup_BIC_1,91.9831223628692
14,unreg_linear_1,44.8161543098252
14,unreg_linear_2,47.0162748643761
14,L1reg_linear_117,98.0108499095841
16,baseline_0,90.8679927667269
16,unsup_BIC_1,91.9831223628692
16,unreg_linear_1,97.4984930681133
16,unreg_linear_2,97.9807112718505
16,L1reg_linear_117,97.8902953586498
18,baseline_0,92.2845087402049
18,unsup_BIC_1,91.9831223628692
18,unreg_linear_1,97.5286317058469
18,unreg_linear_2,97.8601567209162
18,L1reg_linear_117,97.7697408077155
20,baseline_0,92.2845087402049
20,unsup_BIC_1,91.9831223628692
20,unreg_linear_1,97.4984930681133
20,unreg_linear_2,97.9204339963834
20,L1reg_linear_117,97.7697408077155
25,baseline_0,92.2845087402049
25,unsup_BIC_1,91.9831223628692
25,unreg_linear_1,97.4984930681133
25,unreg_linear_2,97.9505726341169
25,L1reg_linear_117,97.7697408077155
30,baseline_0,90.8981314044605
30,unsup_BIC_1,91.9831223628692
30,unreg_linear_1,97.1971066907776
30,unreg_linear_2,97.9204339963834
30,L1reg_linear_117,98.0108499095841
35,baseline_0,90.8981314044605
35,unsup_BIC_1,91.9831223628692
35,unreg_linear_1,97.1971066907776
35,unreg_linear_2,97.9204339963834
35,L1reg_linear_117,97.9204339963834
40,baseline_0,91.500904159132
40,unsup_BIC_1,91.9831223628692
40,unreg_linear_1,96.5039180229054
40,unreg_linear_2,97.8902953586498
40,L1reg_linear_117,97.1368294153104
45,baseline_0,92.0132610006028
45,unsup_BIC_1,91.9831223628692
45,unreg_linear_1,96.7148884870404
45,unreg_linear_2,97.9807112718505
45,L1reg_linear_117,97.8902953586498
50,baseline_0,92.3447860156721
50,unsup_BIC_1,91.9831223628692
50,unreg_linear_1,96.3230861965039
50,unreg_linear_2,98.0711271850512
50,L1reg_linear_117,97.2573839662447
55,baseline_0,92.3447860156721
55,unsup_BIC_1,91.9831223628692
55,unreg_linear_1,96.3230861965039
55,unreg_linear_2,98.1012658227848
55,L1reg_linear_117,97.9204339963834
60,baseline_0,92.3447860156721
60,unsup_BIC_1,91.9831223628692
60,unreg_linear_1,96.3230861965039
60,unreg_linear_2,98.1314044605184
60,L1reg_linear_117,97.2875226039783
65,baseline_0,92.3447860156721
65,unsup_BIC_1,91.9831223628692
65,unreg_linear_1,96.3230861965039
65,unreg_linear_2,98.161543098252
65,L1reg_linear_117,97.7697408077155
70,baseline_0,91.7420132610006
70,unsup_BIC_1,91.9831223628692
70,unreg_linear_1,96.3230861965039
70,unreg_linear_2,98.1314044605184
70,L1reg_linear_117,97.7998794454491
75,baseline_0,91.7420132610006
75,unsup_BIC_1,91.9831223628692
75,unreg_linear_1,95.6901748040989
75,unreg_linear_2,98.0711271850512
75,L1reg_linear_117,97.8300180831826
80,baseline_0,91.7420132610006
80,unsup_BIC_1,91.9831223628692
80,unreg_linear_1,95.7203134418324
80,unreg_linear_2,98.0409885473177
80,L1reg_linear_117,97.8601567209162
85,baseline_0,91.7420132610006
85,unsup_BIC_1,91.9831223628692
85,unreg_linear_1,95.7203134418324
85,unreg_linear_2,98.0409885473177
85,L1reg_linear_117,96.6847498493068
90,baseline_0,91.7420132610006
90,unsup_BIC_1,91.9831223628692
90,unreg_linear_1,95.6901748040989
90,unreg_linear_2,98.0409885473177
90,L1reg_linear_117,97.5587703435805
95,baseline_0,91.7420132610006
95,unsup_BIC_1,91.9831223628692
95,unreg_linear_1,95.7203134418324
95,unreg_linear_2,98.0409885473177
95,L1reg_linear_117,97.8601567209162
100,baseline_0,91.7420132610006
100,unsup_BIC_1,91.9831223628692
100,unreg_linear_1,95.6901748040989
100,unreg_linear_2,98.0108499095841
100,L1reg_linear_117,97.7998794454491
100,baseline_0,91.7420132610006
100,unsup_BIC_1,91.9831223628692
100,unreg_linear_1,95.6901748040989
100,unreg_linear_2,98.0108499095841
100,L1reg_linear_117,97.7998794454491
