train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,88.421052631579,0.986068844255089,570,88.421052631579
4,92.6315789473684,0.982394445571561,570,92.6315789473684
6,96.6666666666667,0.968463289826649,570,96.6666666666667
8,96.8421052631579,0.966276684475102,570,96.8421052631579
10,85.0877192982456,0.911882058564956,570,85.0877192982456
12,85.7894736842105,0.913888325330809,570,85.7894736842105
14,93.1578947368421,0.942945379950858,570,93.1578947368421
16,91.2280701754386,0.936385563896215,570,91.2280701754386
18,98.2456140350877,0.990351885665337,570,98.2456140350877
20,98.2456140350877,0.990351885665337,570,98.2456140350877
25,98.0701754385965,0.992786456572214,570,98.0701754385965
30,98.0701754385965,0.992808998895426,570,98.0701754385965
35,98.0701754385965,0.992786456572214,570,98.0701754385965
40,98.0701754385965,0.992763914249002,570,98.0701754385965
45,98.0701754385965,0.992763914249002,570,98.0701754385965
50,97.8947368421053,0.992696287279367,570,97.8947368421053
55,98.421052631579,0.993124591420392,570,98.421052631579
60,98.421052631579,0.993147133743604,570,98.421052631579
65,98.421052631579,0.993124591420392,570,98.421052631579
70,97.719298245614,0.992538491016884,570,97.719298245614
75,97.719298245614,0.992561033340096,570,97.719298245614
80,97.719298245614,0.992561033340096,570,97.719298245614
85,98.2456140350877,0.992899168188274,570,98.2456140350877
90,98.2456140350877,0.992876625865062,570,98.2456140350877
95,97.8947368421053,0.992989337481121,570,97.8947368421053
100,98.0701754385965,0.992944252834697,570,98.0701754385965
