train.size,percent.correct.labels,auc,percent.correct.intervals
2,,,
4,,,
6,,,
8,,,
10,,,
12,,,
14,,,
16,,,
18,,,
20,94.9412827461608,0.995313964386129,94.9412827461608
25,94.3992773261066,0.995206693691354,94.3992773261066
30,97.0189701897019,0.992536217974052,97.0189701897019
35,94.9412827461608,0.987940515576834,94.9412827461608
40,96.8383017163505,0.991672406589808,96.8383017163505
45,94.2186088527552,0.985507164553246,94.2186088527552
50,94.0379403794038,0.984214270389901,94.0379403794038
55,95.6639566395664,0.985603143595939,95.6639566395664
60,95.2122854561879,0.985371664728266,95.2122854561879
65,95.3026196928636,0.984773207167941,95.3026196928636
70,95.7542908762421,0.985281331511614,95.7542908762421
75,95.9349593495935,0.983903749957656,95.9349593495935
80,95.7542908762421,0.987782432447692,95.7542908762421
85,94.6702800361337,0.976372218019218,94.6702800361337
90,95.6639566395664,0.984016666478473,95.6639566395664
95,95.0316169828365,0.98015492146656,95.0316169828365
100,95.1219512195122,0.980188796422805,95.1219512195122
200,96.4769647696477,0.989735888257811,96.4769647696477
300,97.3803071364047,0.994207382482131,97.3803071364047
400,97.5609756097561,0.995573672384007,97.5609756097561
500,97.5609756097561,0.994732444303926,97.5609756097561
600,97.4706413730804,0.994653402739355,97.4706413730804
700,97.5609756097561,0.994517902914375,97.5609756097561
800,97.5609756097561,0.99511071464866,97.5609756097561
900,97.6513098464318,0.99559625568817,97.6513098464318
1000,97.9223125564589,0.995997109337067,97.9223125564589
2311,98.0126467931346,0.99664637933176,98.0126467931346
