train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,82.2916666666667,0.964686998394864,96,82.2916666666667
4,82.2916666666667,0.964686998394864,96,82.2916666666667
6,82.2916666666667,0.964686998394864,96,82.2916666666667
8,82.2916666666667,0.964686998394864,96,82.2916666666667
10,82.2916666666667,0.964686998394864,96,82.2916666666667
12,82.2916666666667,0.964686998394864,96,82.2916666666667
14,82.2916666666667,0.964686998394864,96,82.2916666666667
16,82.2916666666667,0.964686998394864,96,82.2916666666667
18,82.2916666666667,0.964686998394864,96,82.2916666666667
20,82.2916666666667,0.964686998394864,96,82.2916666666667
25,82.2916666666667,0.964686998394864,96,82.2916666666667
30,82.2916666666667,0.964686998394864,96,82.2916666666667
35,82.2916666666667,0.964686998394864,96,82.2916666666667
40,82.2916666666667,0.964686998394864,96,82.2916666666667
45,82.2916666666667,0.964686998394864,96,82.2916666666667
50,82.2916666666667,0.964686998394864,96,82.2916666666667
55,82.2916666666667,0.964686998394864,96,82.2916666666667
60,82.2916666666667,0.964686998394864,96,82.2916666666667
