train.size,model,accuracy.percent
2,baseline_0,91.1091018685955
2,unsup_BIC_1,92.1940928270042
2,unreg_linear_1,91.5611814345992
2,unreg_linear_2,92.1338155515371
2,L1reg_linear_117,
4,baseline_0,93.7613019891501
4,unsup_BIC_1,92.1940928270042
4,unreg_linear_1,91.2296564195298
4,unreg_linear_2,91.1693791440627
4,L1reg_linear_117,96.1723930078361
6,baseline_0,88.7884267631103
6,unsup_BIC_1,92.1940928270042
6,unreg_linear_1,97.2875226039783
6,unreg_linear_2,96.1422543701025
6,L1reg_linear_117,86.1060880048222
8,baseline_0,88.1555153707052
8,unsup_BIC_1,92.1940928270042
8,unreg_linear_1,97.2875226039783
8,unreg_linear_2,97.8601567209162
8,L1reg_linear_117,94.9668474984931
10,baseline_0,88.1555153707052
10,unsup_BIC_1,92.1940928270042
10,unreg_linear_1,97.2875226039783
10,unreg_linear_2,95.3586497890296
10,L1reg_linear_117,87.6130198915009
12,baseline_0,88.0952380952381
12,unsup_BIC_1,92.1940928270042
12,unreg_linear_1,97.2875226039783
12,unreg_linear_2,94.6353224834237
12,L1reg_linear_117,96.5943339361061
14,baseline_0,87.7938517179024
14,unsup_BIC_1,92.1940928270042
14,unreg_linear_1,96.7751657625075
14,unreg_linear_2,93.1886678722122
14,L1reg_linear_117,96.1121157323689
16,baseline_0,87.0102471368294
16,unsup_BIC_1,92.1940928270042
16,unreg_linear_1,96.7751657625075
16,unreg_linear_2,96.7751657625075
16,L1reg_linear_117,97.377938517179
18,baseline_0,87.0102471368294
18,unsup_BIC_1,92.1940928270042
18,unreg_linear_1,96.7751657625075
18,unreg_linear_2,97.9204339963834
18,L1reg_linear_117,97.5286317058469
20,baseline_0,87.0102471368294
20,unsup_BIC_1,92.1940928270042
20,unreg_linear_1,94.6654611211573
20,unreg_linear_2,98.1012658227848
20,L1reg_linear_117,97.3477998794455
25,baseline_0,87.0102471368294
25,unsup_BIC_1,92.1940928270042
25,unreg_linear_1,94.6654611211573
25,unreg_linear_2,97.9505726341169
25,L1reg_linear_117,97.4382157926462
30,baseline_0,87.0102471368294
30,unsup_BIC_1,92.1940928270042
30,unreg_linear_1,94.6654611211573
30,unreg_linear_2,98.1012658227848
30,L1reg_linear_117,94.0626883664858
35,baseline_0,87.0102471368294
35,unsup_BIC_1,92.1940928270042
35,unreg_linear_1,94.6654611211573
35,unreg_linear_2,98.1314044605184
35,L1reg_linear_117,96.9258589511754
40,baseline_0,87.1006630500301
40,unsup_BIC_1,92.1940928270042
40,unreg_linear_1,93.33936106088
40,unreg_linear_2,97.2573839662447
40,L1reg_linear_117,96.2628089210368
45,baseline_0,87.1006630500301
45,unsup_BIC_1,92.1940928270042
45,unreg_linear_1,93.3694996986136
45,unreg_linear_2,97.2875226039783
45,L1reg_linear_117,96.2929475587704
50,baseline_0,87.1006630500301
50,unsup_BIC_1,92.1940928270042
50,unreg_linear_1,93.3694996986136
50,unreg_linear_2,97.2272453285112
50,L1reg_linear_117,96.1121157323689
55,baseline_0,88.1253767329717
55,unsup_BIC_1,92.1940928270042
55,unreg_linear_1,94.3037974683544
55,unreg_linear_2,97.4080771549126
55,L1reg_linear_117,96.6244725738397
60,baseline_0,88.1253767329717
60,unsup_BIC_1,92.1940928270042
60,unreg_linear_1,94.3037974683544
60,unreg_linear_2,97.4080771549126
60,L1reg_linear_117,96.9861362266426
65,baseline_0,88.1253767329717
65,unsup_BIC_1,92.1940928270042
65,unreg_linear_1,94.2736588306209
65,unreg_linear_2,96.745027124774
65,L1reg_linear_117,97.0162748643761
70,baseline_0,88.1253767329717
70,unsup_BIC_1,92.1940928270042
70,unreg_linear_1,94.2736588306209
70,unreg_linear_2,96.745027124774
70,L1reg_linear_117,97.1066907775769
75,baseline_0,88.3062085593731
75,unsup_BIC_1,92.1940928270042
75,unreg_linear_1,94.3640747438216
75,unreg_linear_2,96.7751657625075
75,L1reg_linear_117,96.3833634719711
80,baseline_0,88.0048221820374
80,unsup_BIC_1,92.1940928270042
80,unreg_linear_1,94.3037974683544
80,unreg_linear_2,96.5340566606389
80,L1reg_linear_117,96.6546112115732
85,baseline_0,88.0048221820374
85,unsup_BIC_1,92.1940928270042
85,unreg_linear_1,94.5147679324895
85,unreg_linear_2,96.8053044002411
85,L1reg_linear_117,96.745027124774
90,baseline_0,88.0048221820374
90,unsup_BIC_1,92.1940928270042
90,unreg_linear_1,94.5147679324895
90,unreg_linear_2,96.8053044002411
90,L1reg_linear_117,96.8053044002411
95,baseline_0,88.0048221820374
95,unsup_BIC_1,92.1940928270042
95,unreg_linear_1,94.5147679324895
95,unreg_linear_2,96.8053044002411
95,L1reg_linear_117,96.6244725738397
100,baseline_0,88.0048221820374
100,unsup_BIC_1,92.1940928270042
100,unreg_linear_1,94.5147679324895
100,unreg_linear_2,96.7148884870404
100,L1reg_linear_117,96.1422543701025
100,baseline_0,88.0048221820374
100,unsup_BIC_1,92.1940928270042
100,unreg_linear_1,94.5147679324895
100,unreg_linear_2,96.7148884870404
100,L1reg_linear_117,96.1422543701025
