train.size,percent.correct.labels,auc,percent.correct.intervals
2,80,0.965073529411765,57.8947368421053
4,80,0.965073529411765,63.1578947368421
6,71.4285714285714,0.965073529411765,52.6315789473684
8,82.8571428571429,0.965073529411765,68.421052631579
10,82.8571428571429,0.965073529411765,68.421052631579
12,82.8571428571429,0.965073529411765,68.421052631579
14,82.8571428571429,0.965073529411765,68.421052631579
16,82.8571428571429,0.965073529411765,68.421052631579
18,82.8571428571429,0.965073529411765,68.421052631579
20,82.8571428571429,0.965073529411765,68.421052631579
25,82.8571428571429,0.965073529411765,68.421052631579
30,82.8571428571429,0.965073529411765,68.421052631579
35,82.8571428571429,0.965073529411765,68.421052631579
40,82.8571428571429,0.965073529411765,68.421052631579
45,80,0.965073529411765,63.1578947368421
50,80,0.965073529411765,63.1578947368421
55,80,0.965073529411765,63.1578947368421
60,80,0.965073529411765,63.1578947368421
65,74.2857142857143,0.965073529411765,52.6315789473684
70,77.1428571428571,0.965073529411765,57.8947368421053
75,77.1428571428571,0.965073529411765,57.8947368421053
80,82.8571428571429,0.965073529411765,68.421052631579
85,82.8571428571429,0.965073529411765,68.421052631579
90,82.8571428571429,0.965073529411765,68.421052631579
95,82.8571428571429,0.965073529411765,68.421052631579
100,82.8571428571429,0.965073529411765,68.421052631579
200,82.8571428571429,0.965073529411765,68.421052631579
300,74.2857142857143,0.965073529411765,52.6315789473684
400,74.2857142857143,0.965073529411765,52.6315789473684
500,74.2857142857143,0.965073529411765,52.6315789473684
600,74.2857142857143,0.965073529411765,52.6315789473684
700,74.2857142857143,0.965073529411765,52.6315789473684
800,74.2857142857143,0.965073529411765,52.6315789473684
900,74.2857142857143,0.965073529411765,52.6315789473684
1000,74.2857142857143,0.965073529411765,52.6315789473684
3711,74.2857142857143,0.965073529411765,52.6315789473684
