train.size,percent.correct.labels,auc,percent.correct.intervals
2,,,
4,,,
6,,,
8,93.3425797503467,0.941595904603258,92.9260450160772
10,93.0651872399445,0.940255149717629,92.604501607717
12,92.0943134535368,0.94782228903425,91.9614147909968
14,92.6490984743412,0.947283955633202,92.604501607717
16,92.0943134535368,0.946186974363141,91.8006430868167
18,88.3495145631068,0.884532564092146,87.1382636655949
20,93.619972260749,0.94960996221509,93.0868167202572
25,95.0069348127601,0.96746637955552,94.6945337620579
30,94.7295423023578,0.968796977207167,94.3729903536977
35,94.8682385575589,0.9690610652907,94.5337620578778
40,94.8682385575589,0.963992605533661,94.5337620578778
45,93.619972260749,0.961422825336204,93.2475884244373
50,93.619972260749,0.969548612521838,93.7299035369775
55,94.3134535367545,0.96707024743022,94.0514469453376
60,94.3134535367545,0.967100719132166,94.0514469453376
65,94.3134535367545,0.967060090196238,94.0514469453376
70,94.1747572815534,0.97472880185268,93.8906752411576
75,94.1747572815534,0.974545971641003,93.8906752411576
80,92.5104022191401,0.97637427375777,92.1221864951769
85,92.9264909847434,0.974149839515703,92.443729903537
90,93.2038834951456,0.975063990574087,92.7652733118971
95,93.3425797503467,0.975856254824686,92.9260450160772
100,93.8973647711512,0.977806443749238,93.2475884244373
200,95.1456310679612,0.981523991386666,94.5337620578778
300,94.8682385575589,0.981676349896396,94.3729903536977
400,95.1456310679612,0.981656035428432,94.6945337620579
500,95.2843273231623,0.981747450534271,94.8553054662379
600,95.2843273231623,0.981534148620648,94.8553054662379
700,95.2843273231623,0.981706821598342,94.6945337620579
800,95.7004160887656,0.981970909681875,95.1768488745981
900,95.2843273231623,0.981534148620648,94.6945337620579
1000,95.5617198335645,0.981737293300288,95.016077170418
3108,95.7004160887656,0.981534148620648,95.1768488745981
