trainsize,accuracy
10,90.33391915641477
20,91.3884007029877
30,92.44288224956063
40,92.44288224956063
50,92.2671353251318
60,92.97012302284709
70,92.44288224956063
80,94.72759226713534
90,95.07908611599298
100,94.90333919156416
150,95.07908611599298
