n,accuracy,cov,mean,lik
4,92.7083333333333,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
5,93.75,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
6,92.7083333333333,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
7,93.75,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
8,92.7083333333333,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
9,95.8333333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
10,96.875,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
11,96.875,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
12,95.8333333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
13,95.8333333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
14,95.8333333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
15,96.875,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
16,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
17,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
18,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
19,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
20,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
21,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
22,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
23,98.9583333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
24,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
25,98.9583333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
26,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
27,98.9583333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
28,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
29,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
30,98.9583333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
31,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
32,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
33,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
34,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
35,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
36,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
37,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
38,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
39,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
40,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
41,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
42,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
43,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
44,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
45,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
46,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
47,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
48,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
49,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
50,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
51,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
52,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 20}"
53,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 20}"
54,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 20}"
55,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
56,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
57,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
58,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
59,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
60,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
