n,accuracy
4,97.91666666666666
5,97.91666666666666
6,96.875
7,96.875
8,96.875
9,96.875
10,96.875
11,96.875
12,95.83333333333334
13,95.83333333333334
14,95.83333333333334
15,94.79166666666666
16,92.70833333333334
17,93.75
18,92.70833333333334
19,93.75
20,82.29166666666666
21,92.70833333333334
22,92.70833333333334
23,91.66666666666666
24,91.66666666666666
25,93.75
26,91.66666666666666
27,90.625
28,90.625
29,95.83333333333334
30,95.83333333333334
31,93.75
32,91.66666666666666
33,91.66666666666666
34,88.54166666666666
35,89.58333333333334
36,89.58333333333334
37,79.16666666666666
38,73.95833333333334
39,80.20833333333334
40,76.04166666666666
41,77.08333333333334
42,84.375
43,87.5
44,93.75
45,91.66666666666666
46,90.625
47,91.66666666666666
48,85.41666666666666
49,77.08333333333334
50,93.75
51,95.83333333333334
52,95.83333333333334
53,93.75
54,94.79166666666666
55,92.70833333333334
56,92.70833333333334
57,87.5
58,92.70833333333334
59,89.58333333333334
60,87.5
61,89.58333333333334
62,88.54166666666666
63,88.54166666666666
64,86.45833333333334
65,79.16666666666666
66,16.666666666666664
67,84.375
68,30.208333333333332
69,92.70833333333334
70,91.66666666666666
71,38.54166666666667
72,92.70833333333334
73,60.416666666666664
74,62.5
75,7.291666666666667
76,7.291666666666667
77,7.291666666666667
78,7.291666666666667
79,92.70833333333334
80,92.70833333333334
81,7.291666666666667
82,7.291666666666667
83,7.291666666666667
84,7.291666666666667
85,92.70833333333334
86,7.291666666666667
87,92.70833333333334
88,32.29166666666667
89,92.70833333333334
90,7.291666666666667
91,92.70833333333334
92,7.291666666666667
93,92.70833333333334
94,14.583333333333334
95,44.79166666666667
96,7.291666666666667
97,92.70833333333334
98,10.416666666666668
99,96.875
100,40.625
