train.size,percent.correct.labels,auc,percent.correct.intervals
2,,,
4,,,
6,,,
8,,,
10,,,
12,,,
14,,,
16,,,
18,,,
20,,,
25,87.8395860284605,0.923675548366959,87.2307692307692
30,87.9689521345408,0.953158253171022,87.6923076923077
35,90.4269081500647,0.961472432677847,90.3076923076923
40,90.0388098318241,0.956088079225902,90.3076923076923
45,88.4864165588616,0.952406288130303,88.6153846153846
50,90.1681759379043,0.955910728980449,90
55,91.4618369987063,0.959549956017139,91.5384615384615
60,91.9793014230272,0.966026786981073,92.1538461538461
65,92.3673997412678,0.964934309469084,92.4615384615385
70,90.9443725743855,0.916375812264124,91.2307692307692
75,91.849935316947,0.962869952612014,91.8461538461538
80,90.0388098318241,0.925505802900031,90.3076923076923
85,91.849935316947,0.963664481711643,91.8461538461538
90,91.4618369987063,0.962905422661105,91.5384615384615
95,92.2380336351876,0.959592520076048,92.1538461538461
100,91.9793014230272,0.959202349536052,92
200,91.849935316947,0.961323458471666,91.6923076923077
300,92.3673997412678,0.96772934933742,92.3076923076923
400,92.6261319534282,0.968240118044323,92.6153846153846
500,92.8848641655886,0.969162339320678,92.9230769230769
600,92.2380336351876,0.966466615589796,92.1538461538461
700,92.7554980595084,0.968332340171959,92.9230769230769
800,92.1086675291074,0.970276098862121,92.1538461538461
900,92.1086675291074,0.969290031497404,92.3076923076923
1000,92.8848641655886,0.969914304361397,93.0769230769231
3080,93.2729624838292,0.970148406685395,93.3846153846154
