n,accuracy
4,90.17543859649123
5,90.17543859649123
6,93.33333333333333
7,93.6842105263158
8,91.57894736842105
9,91.75438596491227
10,96.66666666666667
11,95.43859649122807
12,96.66666666666667
13,93.33333333333333
14,96.84210526315789
15,95.96491228070175
16,96.84210526315789
17,97.19298245614036
18,93.85964912280701
19,94.21052631578948
20,94.38596491228071
21,95.78947368421052
22,96.84210526315789
23,95.96491228070175
24,94.38596491228071
25,95.6140350877193
26,97.01754385964912
27,77.19298245614034
28,97.19298245614036
29,95.78947368421052
30,95.6140350877193
31,95.6140350877193
32,95.6140350877193
33,97.19298245614036
34,97.01754385964912
35,97.19298245614036
36,96.49122807017544
37,90.17543859649123
38,97.19298245614036
39,97.19298245614036
40,96.66666666666667
41,96.66666666666667
42,97.36842105263158
43,97.36842105263158
44,97.54385964912281
45,97.89473684210527
46,97.71929824561404
47,97.36842105263158
48,97.19298245614036
49,97.89473684210527
50,90.17543859649123
51,97.54385964912281
52,97.54385964912281
53,96.66666666666667
54,97.36842105263158
55,97.71929824561404
56,97.54385964912281
57,97.54385964912281
58,97.71929824561404
59,97.19298245614036
60,97.71929824561404
61,97.54385964912281
62,97.54385964912281
63,97.01754385964912
64,97.36842105263158
65,96.84210526315789
66,97.36842105263158
67,97.54385964912281
68,97.54385964912281
69,97.54385964912281
70,97.54385964912281
71,97.36842105263158
72,97.19298245614036
73,97.36842105263158
74,97.36842105263158
75,97.54385964912281
76,97.19298245614036
77,97.36842105263158
78,97.36842105263158
79,97.01754385964912
80,97.19298245614036
81,97.36842105263158
82,94.03508771929825
83,97.36842105263158
84,97.19298245614036
85,97.19298245614036
86,97.36842105263158
87,97.01754385964912
88,97.19298245614036
89,97.19298245614036
90,97.19298245614036
91,97.19298245614036
92,97.19298245614036
93,97.19298245614036
94,96.84210526315789
95,97.01754385964912
96,97.01754385964912
97,96.84210526315789
98,97.01754385964912
99,97.01754385964912
100,97.01754385964912
