n,accuracy,cov,mean,lik
4,80.2083333333333,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
5,92.7083333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
6,92.7083333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
7,86.4583333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
8,93.75,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
9,91.6666666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
10,93.75,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
11,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
12,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
13,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
14,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
15,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
16,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
17,94.7916666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
18,94.7916666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
19,94.7916666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
20,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
21,94.7916666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
22,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
23,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
24,94.7916666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
25,96.875,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
26,96.875,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
27,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
28,96.875,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
29,96.875,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
30,96.875,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
31,96.875,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
32,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
33,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
34,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
35,96.875,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
36,96.875,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
37,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
38,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
39,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
40,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
41,94.7916666666667,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
42,94.7916666666667,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
43,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
44,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
45,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
46,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
47,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
48,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
49,96.875,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
50,96.875,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
