n,accuracy,cov,mean,lik
4,68.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
5,92.4561403508772,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
6,65.2631578947368,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
7,63.1578947368421,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
8,62.8070175438596,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
9,89.8245614035088,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
10,89.8245614035088,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
11,95.2631578947368,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
12,95.2631578947368,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
13,95.2631578947368,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
14,97.1929824561404,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
15,96.140350877193,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
16,96.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
17,96.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
18,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
19,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
20,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
21,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
22,97.719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
23,97.1929824561404,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
24,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
25,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
26,97.1929824561404,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
27,97.1929824561404,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
28,97.0175438596491,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
29,97.1929824561404,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
30,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
31,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
32,97.3684210526316,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
33,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
34,97.719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
35,97.3684210526316,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
36,97.5438596491228,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
37,97.5438596491228,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
38,97.5438596491228,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
39,97.5438596491228,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
40,97.5438596491228,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
41,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
42,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
43,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
44,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
45,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
46,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
47,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
48,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
49,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
50,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
