n,accuracy
4,90.17543859649123
5,92.10526315789474
6,92.28070175438596
7,96.14035087719299
8,96.66666666666667
9,96.84210526315789
10,96.66666666666667
11,96.84210526315789
12,96.84210526315789
13,96.66666666666667
14,96.49122807017544
15,96.84210526315789
16,94.21052631578948
17,94.21052631578948
18,96.49122807017544
19,93.85964912280701
20,96.49122807017544
21,96.84210526315789
22,96.49122807017544
23,93.85964912280701
24,93.85964912280701
25,93.6842105263158
26,96.66666666666667
27,96.66666666666667
28,96.66666666666667
29,91.57894736842105
30,91.9298245614035
31,91.57894736842105
32,91.75438596491227
33,91.75438596491227
34,91.57894736842105
35,91.75438596491227
36,92.28070175438596
37,92.10526315789474
38,91.75438596491227
39,92.63157894736842
40,92.28070175438596
41,92.63157894736842
42,93.50877192982456
43,92.80701754385964
44,94.91228070175438
45,92.98245614035088
46,94.56140350877193
47,92.98245614035088
48,93.85964912280701
49,92.98245614035088
50,92.98245614035088
51,92.98245614035088
52,92.98245614035088
53,92.98245614035088
54,93.33333333333333
55,92.98245614035088
56,92.98245614035088
57,93.6842105263158
58,92.98245614035088
59,92.98245614035088
60,92.98245614035088
61,92.98245614035088
62,92.98245614035088
63,92.98245614035088
64,92.98245614035088
65,92.98245614035088
66,92.98245614035088
67,92.80701754385964
68,92.98245614035088
69,92.98245614035088
70,92.98245614035088
71,92.98245614035088
72,93.85964912280701
73,92.98245614035088
74,92.98245614035088
75,94.03508771929825
76,92.98245614035088
77,94.21052631578948
78,93.33333333333333
79,94.03508771929825
80,92.98245614035088
81,94.03508771929825
82,94.03508771929825
83,93.50877192982456
84,93.15789473684211
85,92.98245614035088
86,93.33333333333333
87,93.33333333333333
88,93.50877192982456
89,93.6842105263158
90,94.73684210526315
91,93.15789473684211
92,93.85964912280701
93,94.03508771929825
94,93.6842105263158
95,93.85964912280701
96,94.03508771929825
97,94.73684210526315
98,93.85964912280701
99,95.96491228070175
100,94.03508771929825
