train.size,percent.correct.labels,auc,percent.correct.intervals
2,92.3611111111111,0.930909531261644,91.8006430868167
4,91.3888888888889,0.911915940084954,90.5144694533762
6,92.6388888888889,0.952148073626947,91.9614147909968
8,92.5,0.955948654892317,91.8006430868167
10,92.7777777777778,0.950415455697146,92.1221864951769
12,92.3611111111111,0.94509650495566,91.8006430868167
14,91.1111111111111,0.949297637677919,90.8360128617363
16,93.4722222222222,0.953796855205306,92.9260450160772
18,93.4722222222222,0.953657127952903,92.9260450160772
20,93.4722222222222,0.95395521275803,92.9260450160772
25,93.4722222222222,0.954048364259632,92.9260450160772
30,92.9166666666667,0.959357999850958,92.2829581993569
35,92.6388888888889,0.970526864893062,92.2829581993569
40,93.6111111111111,0.975380058126537,93.2475884244373
45,93.6111111111111,0.975361427826217,93.2475884244373
50,92.2222222222222,0.973209628139206,91.8006430868167
55,92.2222222222222,0.973209628139206,91.8006430868167
60,92.5,0.974336761308592,92.1221864951769
65,92.5,0.974346076458752,92.1221864951769
70,92.5,0.974336761308592,92.1221864951769
75,92.6388888888889,0.973945525001863,92.2829581993569
80,94.5833333333333,0.973871003800581,94.2122186495177
85,94.5833333333333,0.97509128847157,94.2122186495177
90,94.5833333333333,0.97509128847157,94.2122186495177
95,94.5833333333333,0.975119233922051,94.2122186495177
100,94.5833333333333,0.974858409717565,94.2122186495177
200,94.5833333333333,0.975249646024294,94.2122186495177
300,93.6111111111111,0.970266040688576,93.2475884244373
400,94.8611111111111,0.972818391832476,94.5337620578778
500,94.7222222222222,0.972240852522543,94.3729903536977
600,94.7222222222222,0.971980028318056,94.3729903536977
700,94.5833333333333,0.973982785602504,94.2122186495177
800,94.5833333333333,0.974131828005067,94.2122186495177
900,94.0277777777778,0.975957597436471,93.5691318327974
1000,93.8888888888889,0.975827185334228,93.4083601286174
3108,94.3055555555556,0.976171845890156,93.8906752411576
