train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
4,92.7083333333333,0.826645264847512,96,92.7083333333333
5,95.8333333333333,0.92776886035313,96,95.8333333333333
6,95.8333333333333,0.942215088282504,96,95.8333333333333
7,95.8333333333333,0.943820224719101,96,95.8333333333333
8,93.75,0.926163723916533,96,93.75
9,95.8333333333333,0.935794542536116,96,95.8333333333333
10,95.8333333333333,0.92776886035313,96,95.8333333333333
11,94.7916666666667,0.918138041733547,96,94.7916666666667
12,92.7083333333333,0.91653290529695,96,92.7083333333333
13,100,1,96,100
14,97.9166666666667,0.998394863563403,96,97.9166666666667
15,97.9166666666667,0.996789727126806,96,97.9166666666667
16,97.9166666666667,0.995184590690209,96,97.9166666666667
17,96.875,0.993579454253612,96,96.875
18,97.9166666666667,0.995184590690209,96,97.9166666666667
19,96.875,0.993579454253612,96,96.875
20,97.9166666666667,0.995184590690209,96,97.9166666666667
21,97.9166666666667,0.995184590690209,96,97.9166666666667
22,97.9166666666667,0.995184590690209,96,97.9166666666667
23,97.9166666666667,0.995184590690209,96,97.9166666666667
24,97.9166666666667,0.995184590690209,96,97.9166666666667
25,97.9166666666667,0.995184590690209,96,97.9166666666667
26,97.9166666666667,0.995184590690209,96,97.9166666666667
27,97.9166666666667,0.995184590690209,96,97.9166666666667
28,96.875,0.993579454253612,96,96.875
29,97.9166666666667,0.995184590690209,96,97.9166666666667
30,97.9166666666667,0.995184590690209,96,97.9166666666667
31,97.9166666666667,0.995184590690209,96,97.9166666666667
32,97.9166666666667,0.995184590690209,96,97.9166666666667
33,97.9166666666667,0.995184590690209,96,97.9166666666667
34,97.9166666666667,0.995184590690209,96,97.9166666666667
35,97.9166666666667,0.995184590690209,96,97.9166666666667
36,97.9166666666667,0.995184590690209,96,97.9166666666667
37,96.875,0.993579454253612,96,96.875
38,97.9166666666667,0.995184590690209,96,97.9166666666667
39,97.9166666666667,0.995184590690209,96,97.9166666666667
40,97.9166666666667,0.995184590690209,96,97.9166666666667
41,97.9166666666667,0.995184590690209,96,97.9166666666667
42,97.9166666666667,0.995184590690209,96,97.9166666666667
43,97.9166666666667,0.995184590690209,96,97.9166666666667
44,97.9166666666667,0.995184590690209,96,97.9166666666667
45,97.9166666666667,0.995184590690209,96,97.9166666666667
46,97.9166666666667,0.991974317817014,96,97.9166666666667
47,96.875,0.97752808988764,96,96.875
48,97.9166666666667,0.993579454253612,96,97.9166666666667
49,96.875,0.97752808988764,96,96.875
50,96.875,0.97752808988764,96,96.875
51,96.875,0.993579454253612,96,96.875
52,96.875,0.993579454253612,96,96.875
53,96.875,0.993579454253612,96,96.875
54,96.875,0.993579454253612,96,96.875
55,97.9166666666667,0.993579454253612,96,97.9166666666667
56,96.875,0.993579454253612,96,96.875
57,96.875,0.993579454253612,96,96.875
58,96.875,0.993579454253612,96,96.875
59,96.875,0.993579454253612,96,96.875
60,96.875,0.975922953451043,96,96.875
