train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
4,90.5263157894737,0.974414463154573,570,90.5263157894737
5,89.6491228070176,0.965239737607358,570,89.6491228070176
6,94.5614035087719,0.984648677892744,570,94.5614035087719
7,94.5614035087719,0.985933590315818,570,94.5614035087719
8,94.7368421052632,0.983769527287482,570,94.7368421052632
9,95.0877192982456,0.984671220215956,570,95.0877192982456
10,94.7368421052632,0.986587317688961,570,94.7368421052632
11,95.0877192982456,0.985189693649828,570,95.0877192982456
12,94.3859649122807,0.982439530217984,570,94.3859649122807
13,94.5614035087719,0.983296138500034,570,94.5614035087719
14,94.3859649122807,0.983701900317847,570,94.3859649122807
15,95.0877192982456,0.987443925971011,570,95.0877192982456
16,94.7368421052632,0.98670002930502,570,94.7368421052632
17,94.7368421052632,0.986654944658597,570,94.7368421052632
18,95.2631578947368,0.987353756678163,570,95.2631578947368
19,94.7368421052632,0.986113928901513,570,94.7368421052632
20,95.6140350877193,0.989675615968982,570,95.6140350877193
21,95.7894736842105,0.989765785261829,570,95.7894736842105
22,95.7894736842105,0.989720700615405,570,95.7894736842105
23,95.4385964912281,0.988165280313789,570,95.4385964912281
24,95.4385964912281,0.98805256869773,570,95.4385964912281
25,95.7894736842105,0.987353756678163,570,95.7894736842105
26,96.4912280701754,0.98755663758707,570,96.4912280701754
27,94.9122807017544,0.98460359324632,570,94.9122807017544
28,95.0877192982456,0.985550370821217,570,95.0877192982456
29,95.7894736842105,0.98730867203174,570,95.7894736842105
30,94.7368421052632,0.984896643448074,570,94.7368421052632
31,94.9122807017544,0.985212235973039,570,94.9122807017544
32,95.7894736842105,0.988413245869119,570,95.7894736842105
33,95.4385964912281,0.986023759608665,570,95.4385964912281
34,95.4385964912281,0.98595613263903,570,95.4385964912281
35,95.4385964912281,0.985054439710557,570,95.4385964912281
36,95.6140350877193,0.986271725163995,570,95.6140350877193
37,95.7894736842105,0.986654944658597,570,95.7894736842105
38,95.7894736842105,0.98620409819436,570,95.7894736842105
39,95.7894736842105,0.986091386578301,570,95.7894736842105
40,95.7894736842105,0.986136471224724,570,95.7894736842105
41,95.6140350877193,0.986159013547936,570,95.6140350877193
42,95.7894736842105,0.986023759608665,570,95.7894736842105
43,95.6140350877193,0.986159013547936,570,95.6140350877193
44,95.7894736842105,0.986564775365749,570,95.7894736842105
45,95.6140350877193,0.985640540114064,570,95.6140350877193
46,95.7894736842105,0.986136471224724,570,95.7894736842105
47,95.7894736842105,0.986564775365749,570,95.7894736842105
48,95.6140350877193,0.986406979103266,570,95.6140350877193
49,96.8421052631579,0.989540362029711,570,96.8421052631579
50,95.9649122807018,0.988683753747661,570,95.9649122807018
51,97.3684210526316,0.989269854151169,570,97.3684210526316
52,95.9649122807018,0.98854849980839,570,95.9649122807018
53,97.1929824561404,0.989360023444016,570,97.1929824561404
54,97.3684210526316,0.989179684858322,570,97.3684210526316
55,97.1929824561404,0.989337481120804,570,97.1929824561404
56,95.7894736842105,0.988007484051306,570,95.7894736842105
57,97.0175438596491,0.990825274452785,570,97.0175438596491
58,97.1929824561404,0.989247311827957,570,97.1929824561404
59,97.3684210526316,0.989878496877888,570,97.3684210526316
60,97.1929824561404,0.989382565767228,570,97.1929824561404
61,97.0175438596491,0.98904443091905,570,97.0175438596491
62,97.1929824561404,0.98904443091905,570,97.1929824561404
63,97.3684210526316,0.989698158292194,570,97.3684210526316
64,96.6666666666667,0.988751380717297,570,96.6666666666667
65,96.140350877193,0.988593584454814,570,96.140350877193
66,96.4912280701754,0.987782060819188,570,96.4912280701754
67,97.0175438596491,0.989202227181533,570,97.0175438596491
68,96.140350877193,0.988976803949415,570,96.140350877193
69,96.3157894736842,0.989179684858322,570,96.3157894736842
70,96.6666666666667,0.989360023444016,570,96.6666666666667
71,96.8421052631579,0.989202227181533,570,96.8421052631579
72,96.8421052631579,0.98915714253511,570,96.8421052631579
73,96.140350877193,0.98904443091905,570,96.140350877193
74,96.8421052631579,0.988638669101238,570,96.8421052631579
75,96.3157894736842,0.988571042131602,570,96.3157894736842
76,96.6666666666667,0.989224769504745,570,96.6666666666667
77,97.0175438596491,0.98854849980839,570,97.0175438596491
78,96.3157894736842,0.988503415161967,570,96.3157894736842
79,96.6666666666667,0.989314938797592,570,96.6666666666667
80,96.8421052631579,0.98904443091905,570,96.8421052631579
81,96.4912280701754,0.988931719302991,570,96.4912280701754
82,96.4912280701754,0.988886634656568,570,96.4912280701754
83,96.4912280701754,0.988931719302991,570,96.4912280701754
84,96.4912280701754,0.988864092333356,570,96.4912280701754
85,96.6666666666667,0.988683753747661,570,96.6666666666667
86,96.4912280701754,0.988886634656568,570,96.4912280701754
87,96.3157894736842,0.988413245869119,570,96.3157894736842
88,96.3157894736842,0.988323076576272,570,96.3157894736842
89,96.4912280701754,0.988368161222696,570,96.4912280701754
90,96.6666666666667,0.988277991929848,570,96.6666666666667
91,96.3157894736842,0.988323076576272,570,96.3157894736842
92,96.4912280701754,0.98830053425306,570,96.4912280701754
93,96.4912280701754,0.988390703545907,570,96.4912280701754
94,96.140350877193,0.988277991929848,570,96.140350877193
95,96.3157894736842,0.988323076576272,570,96.3157894736842
96,96.6666666666667,0.988187822637001,570,96.6666666666667
97,96.4912280701754,0.988187822637001,570,96.4912280701754
98,96.140350877193,0.988323076576272,570,96.140350877193
99,95.9649122807018,0.988954261626203,570,95.9649122807018
100,95.9649122807018,0.989765785261829,570,95.9649122807018
