train.size,model,accuracy.percent
2,baseline_0,71.7047451669596
2,unsup_BIC_1,92.6186291739895
2,unreg_linear_1,
2,unreg_linear_2,
2,L1reg_linear_117,
4,baseline_0,81.0193321616872
4,unsup_BIC_1,92.6186291739895
4,unreg_linear_1,
4,unreg_linear_2,
4,L1reg_linear_117,
6,baseline_0,92.4428822495606
6,unsup_BIC_1,92.6186291739895
6,unreg_linear_1,
6,unreg_linear_2,
6,L1reg_linear_117,
8,baseline_0,87.6977152899824
8,unsup_BIC_1,92.6186291739895
8,unreg_linear_1,95.7820738137083
8,unreg_linear_2,95.7820738137083
8,L1reg_linear_117,
10,baseline_0,87.6977152899824
10,unsup_BIC_1,92.6186291739895
10,unreg_linear_1,95.079086115993
10,unreg_linear_2,95.2548330404218
10,L1reg_linear_117,
12,baseline_0,87.6977152899824
12,unsup_BIC_1,92.6186291739895
12,unreg_linear_1,95.079086115993
12,unreg_linear_2,95.4305799648506
12,L1reg_linear_117,
14,baseline_0,87.6977152899824
14,unsup_BIC_1,92.6186291739895
14,unreg_linear_1,95.079086115993
14,unreg_linear_2,95.7820738137083
14,L1reg_linear_117,
16,baseline_0,87.6977152899824
16,unsup_BIC_1,92.6186291739895
16,unreg_linear_1,95.079086115993
16,unreg_linear_2,95.7820738137083
16,L1reg_linear_117,
18,baseline_0,87.6977152899824
18,unsup_BIC_1,92.6186291739895
18,unreg_linear_1,95.079086115993
18,unreg_linear_2,95.7820738137083
18,L1reg_linear_117,
20,baseline_0,87.6977152899824
20,unsup_BIC_1,92.6186291739895
20,unreg_linear_1,95.079086115993
20,unreg_linear_2,96.3093145869947
20,L1reg_linear_117,
25,baseline_0,92.2671353251318
25,unsup_BIC_1,92.6186291739895
25,unreg_linear_1,95.079086115993
25,unreg_linear_2,96.3093145869947
25,L1reg_linear_117,92.9701230228471
30,baseline_0,92.6186291739895
30,unsup_BIC_1,92.6186291739895
30,unreg_linear_1,95.079086115993
30,unreg_linear_2,95.9578207381371
30,L1reg_linear_117,92.6186291739895
35,baseline_0,92.6186291739895
35,unsup_BIC_1,92.6186291739895
35,unreg_linear_1,95.079086115993
35,unreg_linear_2,95.4305799648506
35,L1reg_linear_117,92.9701230228471
40,baseline_0,92.7943760984183
40,unsup_BIC_1,92.6186291739895
40,unreg_linear_1,95.079086115993
40,unreg_linear_2,95.6063268892794
40,L1reg_linear_117,93.4973637961336
45,baseline_0,92.7943760984183
45,unsup_BIC_1,92.6186291739895
45,unreg_linear_1,95.079086115993
45,unreg_linear_2,95.4305799648506
45,L1reg_linear_117,93.8488576449912
50,baseline_0,92.7943760984183
50,unsup_BIC_1,92.6186291739895
50,unreg_linear_1,95.079086115993
50,unreg_linear_2,95.4305799648506
50,L1reg_linear_117,94.02460456942
55,baseline_0,90.6854130052724
55,unsup_BIC_1,92.6186291739895
55,unreg_linear_1,95.6063268892794
55,unreg_linear_2,96.3093145869947
55,L1reg_linear_117,95.4305799648506
60,baseline_0,90.6854130052724
60,unsup_BIC_1,92.6186291739895
60,unreg_linear_1,95.6063268892794
60,unreg_linear_2,96.3093145869947
60,L1reg_linear_117,95.7820738137083
65,baseline_0,90.6854130052724
65,unsup_BIC_1,92.6186291739895
65,unreg_linear_1,95.6063268892794
65,unreg_linear_2,96.8365553602812
65,L1reg_linear_117,96.1335676625659
70,baseline_0,90.6854130052724
70,unsup_BIC_1,92.6186291739895
70,unreg_linear_1,96.1335676625659
70,unreg_linear_2,97.01230228471
70,L1reg_linear_117,96.3093145869947
75,baseline_0,90.6854130052724
75,unsup_BIC_1,92.6186291739895
75,unreg_linear_1,95.6063268892794
75,unreg_linear_2,97.01230228471
75,L1reg_linear_117,95.6063268892794
80,baseline_0,90.6854130052724
80,unsup_BIC_1,92.6186291739895
80,unreg_linear_1,95.6063268892794
80,unreg_linear_2,97.01230228471
80,L1reg_linear_117,96.1335676625659
85,baseline_0,90.6854130052724
85,unsup_BIC_1,92.6186291739895
85,unreg_linear_1,95.6063268892794
85,unreg_linear_2,97.01230228471
85,L1reg_linear_117,96.3093145869947
90,baseline_0,90.6854130052724
90,unsup_BIC_1,92.6186291739895
90,unreg_linear_1,95.6063268892794
90,unreg_linear_2,97.01230228471
90,L1reg_linear_117,96.3093145869947
95,baseline_0,90.6854130052724
95,unsup_BIC_1,92.6186291739895
95,unreg_linear_1,95.6063268892794
95,unreg_linear_2,97.01230228471
95,L1reg_linear_117,96.3093145869947
100,baseline_0,90.6854130052724
100,unsup_BIC_1,92.6186291739895
100,unreg_linear_1,95.4305799648506
100,unreg_linear_2,96.8365553602812
100,L1reg_linear_117,96.8365553602812
200,baseline_0,92.6186291739895
200,unsup_BIC_1,92.6186291739895
200,unreg_linear_1,96.4850615114236
200,unreg_linear_2,96.8365553602812
200,L1reg_linear_117,95.9578207381371
300,baseline_0,92.2671353251318
300,unsup_BIC_1,92.6186291739895
300,unreg_linear_1,96.3093145869947
