train.size,percent.correct.labels,auc,percent.correct.intervals
2,,,
4,73.6961451247166,0.754940805238558,50.4761904761905
6,74.6031746031746,0.728226055185176,51.4285714285714
8,74.6031746031746,0.705141284490735,51.4285714285714
10,71.6553287981859,0.687228641248903,40
12,72.108843537415,0.70416854492396,41.9047619047619
14,83.6734693877551,0.896213433296164,77.1428571428572
16,90.9297052154195,0.874979240314124,84.7619047619048
18,72.108843537415,0.709388123087143,45.7142857142857
20,91.156462585034,0.874979240314124,85.7142857142857
25,70.9750566893424,0.693812427341099,44.7619047619048
30,73.9229024943311,0.761014496192081,49.5238095238095
35,75.0566893424036,0.779342333151439,52.3809523809524
40,91.156462585034,0.87378110987212,83.8095238095238
45,80.0453514739229,0.819924553370187,64.7619047619048
50,77.3242630385488,0.857114047782866,64.7619047619048
55,81.1791383219955,0.885620062160431,72.3809523809524
60,91.3832199546485,0.8743742437543,83.8095238095238
65,90.9297052154195,0.87556051151866,84.7619047619048
70,74.3764172335601,0.790635602268144,51.4285714285714
75,72.3356009070295,0.717170039621343,45.7142857142857
80,80.0453514739229,0.880056466345584,69.5238095238095
85,84.5804988662132,0.881219008754656,78.0952380952381
90,88.6621315192744,0.879985290279722,81.9047619047619
95,,,
100,,,
200,74.3764172335601,0.780481150205224,52.3809523809524
300,80.0453514739229,0.831988896533726,66.6666666666667
315,78.6848072562358,0.843768535433818,66.6666666666667
