n,accuracy,cov,mean,lik
4,61.2280701754386,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
5,85.7894736842105,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
6,85.2631578947368,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
7,95.2631578947368,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
8,91.4035087719298,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
9,88.0701754385965,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
10,87.719298245614,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
11,81.5789473684211,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
12,88.5964912280702,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
13,83.3333333333333,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
14,85.7894736842105,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
15,91.0526315789474,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
16,91.0526315789474,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
17,91.7543859649123,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
18,91.7543859649123,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
19,91.9298245614035,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
20,91.9298245614035,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
21,92.1052631578947,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
22,91.4035087719298,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
23,91.4035087719298,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
24,91.4035087719298,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
25,92.280701754386,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
26,91.7543859649123,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
27,92.280701754386,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
28,91.7543859649123,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
29,94.0350877192982,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
30,94.0350877192982,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
31,94.0350877192982,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
32,94.0350877192982,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
33,95.9649122807018,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
34,95.9649122807018,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
35,95.9649122807018,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
36,95.9649122807018,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
37,95.9649122807018,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
38,94.5614035087719,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
39,94.5614035087719,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
40,96.4912280701754,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
41,97.8947368421053,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
42,97.719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
43,97.8947368421053,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
44,97.8947368421053,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
45,97.8947368421053,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
46,97.8947368421053,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
47,97.8947368421053,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
48,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
49,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
50,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
51,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
52,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
53,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
54,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
55,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
56,97.3684210526316,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
57,97.3684210526316,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
58,97.3684210526316,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
59,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
60,97.8947368421053,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
