n,accuracy
4,17.708333333333336
5,60.416666666666664
6,94.79166666666666
7,96.875
8,94.79166666666666
9,83.33333333333334
10,47.91666666666667
11,8.333333333333332
12,63.541666666666664
13,87.5
14,94.79166666666666
15,87.5
16,95.83333333333334
17,95.83333333333334
18,92.70833333333334
19,92.70833333333334
20,35.41666666666667
21,45.83333333333333
22,90.625
23,88.54166666666666
24,85.41666666666666
25,91.66666666666666
26,88.54166666666666
27,88.54166666666666
28,87.5
29,85.41666666666666
30,84.375
31,87.5
32,85.41666666666666
33,83.33333333333334
34,86.45833333333334
35,87.5
36,85.41666666666666
37,85.41666666666666
38,89.58333333333334
39,89.58333333333334
40,88.54166666666666
41,88.54166666666666
42,86.45833333333334
43,86.45833333333334
44,85.41666666666666
45,85.41666666666666
46,88.54166666666666
47,86.45833333333334
48,88.54166666666666
49,90.625
50,91.66666666666666
51,91.66666666666666
52,92.70833333333334
53,92.70833333333334
54,94.79166666666666
55,93.75
56,84.375
57,77.08333333333334
58,93.75
59,95.83333333333334
60,92.70833333333334
61,93.75
62,82.29166666666666
63,82.29166666666666
64,82.29166666666666
65,79.16666666666666
66,58.333333333333336
67,20.833333333333336
68,86.45833333333334
69,8.333333333333332
70,59.375
71,92.70833333333334
72,92.70833333333334
73,92.70833333333334
74,62.5
75,92.70833333333334
76,92.70833333333334
77,69.79166666666666
78,61.458333333333336
79,7.291666666666667
80,7.291666666666667
81,92.70833333333334
82,58.333333333333336
83,7.291666666666667
84,92.70833333333334
85,7.291666666666667
86,7.291666666666667
87,70.83333333333334
88,92.70833333333334
89,92.70833333333334
90,92.70833333333334
91,7.291666666666667
92,7.291666666666667
93,7.291666666666667
94,92.70833333333334
95,92.70833333333334
96,95.83333333333334
97,95.83333333333334
98,92.70833333333334
99,82.29166666666666
100,15.625
