n,accuracy
4,90.17543859649123
5,96.66666666666667
6,96.66666666666667
7,96.66666666666667
8,96.84210526315789
9,95.43859649122807
10,95.43859649122807
11,95.43859649122807
12,97.19298245614036
13,97.19298245614036
14,97.01754385964912
15,97.01754385964912
16,97.01754385964912
17,97.19298245614036
18,97.19298245614036
19,97.01754385964912
20,97.36842105263158
21,97.19298245614036
22,97.19298245614036
23,97.01754385964912
24,97.01754385964912
25,97.01754385964912
26,97.36842105263158
27,97.36842105263158
28,96.84210526315789
29,96.84210526315789
30,83.50877192982456
31,96.84210526315789
32,80.87719298245614
33,16.49122807017544
34,45.78947368421053
35,17.543859649122805
36,96.84210526315789
37,96.84210526315789
38,96.84210526315789
39,18.24561403508772
40,96.84210526315789
41,61.05263157894737
42,40.87719298245614
43,42.98245614035088
44,66.3157894736842
45,97.89473684210527
46,52.807017543859644
47,36.31578947368421
48,77.01754385964912
49,42.63157894736842
50,34.73684210526316
51,16.315789473684212
52,16.315789473684212
53,26.842105263157894
54,50.526315789473685
55,27.192982456140353
56,53.85964912280702
57,83.6842105263158
58,97.71929824561404
59,83.6842105263158
60,97.71929824561404
61,20.350877192982455
62,97.71929824561404
63,16.315789473684212
64,83.6842105263158
65,16.666666666666664
66,17.36842105263158
67,83.6842105263158
68,19.12280701754386
69,41.75438596491228
70,17.192982456140353
71,47.192982456140356
72,31.403508771929822
73,47.01754385964912
74,97.71929824561404
75,83.6842105263158
76,97.71929824561404
77,16.315789473684212
78,83.85964912280703
79,83.50877192982456
80,83.6842105263158
81,50.877192982456144
82,97.71929824561404
83,97.71929824561404
84,83.50877192982456
85,29.29824561403509
86,62.10526315789474
87,97.71929824561404
88,82.80701754385966
89,83.50877192982456
90,97.36842105263158
91,81.40350877192982
92,83.6842105263158
93,76.66666666666667
94,97.36842105263158
95,83.6842105263158
96,16.315789473684212
97,35.26315789473684
98,97.36842105263158
99,97.36842105263158
100,97.36842105263158
