n,accuracy,cov,mean,lik
4,66.140350877193,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
5,73.859649122807,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
6,76.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
7,76.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
8,76.3157894736842,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
9,85.9649122807018,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
10,88.4210526315789,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
11,86.140350877193,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
12,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
13,96.4912280701754,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
14,96.4912280701754,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
15,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
16,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
17,97.3684210526316,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
18,97.719298245614,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
19,98.2456140350877,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
20,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
21,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
22,98.0701754385965,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
23,98.0701754385965,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
24,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
25,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
26,98.0701754385965,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
27,97.719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
28,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
29,97.719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
30,98.0701754385965,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
31,97.719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
32,97.5438596491228,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
33,96.3157894736842,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
34,96.3157894736842,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
35,96.3157894736842,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
36,96.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
37,96.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
38,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
39,98.5964912280702,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
40,98.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
41,98.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
42,98.5964912280702,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
43,98.4210526315789,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
44,98.4210526315789,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
45,98.4210526315789,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
46,98.4210526315789,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
47,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
48,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
49,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
50,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
51,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
52,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
53,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
54,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
55,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
56,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
57,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
58,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
59,98.2456140350877,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
60,98.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
