train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,,,570,
4,88.0701754385965,0.986826827672106,570,88.0701754385965
6,84.0350877192983,0.987439042411704,570,84.0350877192983
8,87.0175438596491,0.966138191644324,570,87.0175438596491
10,85.7894736842105,0.936794105849817,570,85.7894736842105
12,85.2631578947369,0.938736304334058,570,85.2631578947368
14,85.2631578947369,0.939665181869999,570,85.2631578947368
16,96.140350877193,0.99060567037514,570,96.140350877193
18,88.5964912280702,0.966032637378876,570,88.5964912280702
20,89.4736842105263,0.970655914205493,570,89.4736842105263
25,97.0175438596491,0.990816778906036,570,97.0175438596491
30,96.4912280701754,0.990901222318394,570,96.4912280701754
35,97.1929824561404,0.992315649475395,570,97.1929824561404
40,96.6666666666667,0.991365661086365,570,96.6666666666667
45,94.7368421052632,0.980852456247757,570,94.7368421052632
50,95.6140350877193,0.980746901982309,570,95.6140350877193
55,97.1929824561404,0.992927864214993,570,97.1929824561404
60,97.1929824561404,0.99356118980768,570,97.1929824561404
