trainsize,accuracy
10,92.45614035087719
20,93.85964912280701
30,93.50877192982456
40,93.85964912280701
50,93.50877192982456
60,94.38596491228071
70,92.28070175438596
80,94.21052631578948
90,95.96491228070175
100,97.36842105263158
150,96.66666666666667
