train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,,,96,
4,9.375,0.646869983948636,96,9.375
6,82.2916666666667,0.996789727126806,96,82.2916666666667
8,86.4583333333333,0.97752808988764,96,86.4583333333333
10,90.625,0.990369181380417,96,90.625
12,88.5416666666667,0.982343499197432,96,88.5416666666667
14,88.5416666666667,0.982343499197432,96,88.5416666666667
16,90.625,0.979133226324238,96,90.625
18,92.7083333333333,0.982343499197432,96,92.7083333333333
20,92.7083333333333,0.979133226324238,96,92.7083333333333
25,94.7916666666667,0.982343499197432,96,94.7916666666667
30,94.7916666666667,0.98876404494382,96,94.7916666666667
35,96.875,0.993579454253612,96,96.875
40,96.875,0.993579454253612,96,96.875
45,96.875,0.987158908507223,96,96.875
50,96.875,0.971107544141252,96,96.875
55,96.875,0.975922953451043,96,96.875
60,96.875,0.974317817014446,96,96.875
