n,accuracy,cov,mean,lik
4,92.7083333333333,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
5,92.7083333333333,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
6,93.75,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
7,92.7083333333333,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
8,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
9,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
10,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
11,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
12,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
13,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
14,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
15,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
16,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
17,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
18,97.9166666666667,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
19,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
20,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
21,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
22,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
23,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
24,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
25,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
26,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
27,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
28,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
29,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
30,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
31,97.9166666666667,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
32,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
33,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
34,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
35,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
36,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
37,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
38,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
39,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
40,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
41,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
42,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
43,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
44,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
45,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
46,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
47,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
48,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
49,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
50,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
51,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
52,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
53,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
54,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
55,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
56,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
57,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
58,97.9166666666667,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
59,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
60,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
