train.size,percent.correct.labels,auc,percent.correct.intervals
2,95.4761904761905,0.937116995558554,83.3333333333333
4,90.2380952380952,0.929021195254962,72.6190476190476
6,94.0476190476191,0.934830681583928,83.3333333333333
8,93.8095238095238,0.934999344090253,82.1428571428571
10,95.7142857142857,0.936086280242124,89.2857142857143
12,95.9523809523809,0.928815052191676,90.4761904761905
14,95.9523809523809,0.928721350799273,90.4761904761905
16,95.9523809523809,0.928740091077754,90.4761904761905
18,95.9523809523809,0.928740091077754,90.4761904761905
20,95.9523809523809,0.929358520267611,90.4761904761905
25,95.7142857142857,0.928702610520792,89.2857142857143
30,95.7142857142857,0.928290324394221,89.2857142857143
35,95.9523809523809,0.92967710500178,90.4761904761905
40,95.7142857142857,0.92688480350818,86.9047619047619
45,95.7142857142857,0.929414741103053,86.9047619047619
50,95.7142857142857,0.930070650849872,86.9047619047619
55,95.7142857142857,0.92999568973595,86.9047619047619
60,95.7142857142857,0.929958209178988,86.9047619047619
65,95.7142857142857,0.930183092520755,86.9047619047619
70,95.7142857142857,0.92827158411574,86.9047619047619
75,95.7142857142857,0.928290324394221,86.9047619047619
80,95.7142857142857,0.927353310470193,86.9047619047619
85,95.7142857142857,0.928234103558779,86.9047619047619
90,95.7142857142857,0.928421506343584,86.9047619047619
95,95.7142857142857,0.929489702216975,86.9047619047619
100,95.2380952380952,0.929264818875209,84.5238095238095
200,95,0.930220573077716,83.3333333333333
300,95.2380952380952,0.929827027229625,84.5238095238095
336,95.2380952380952,0.929545923052417,84.5238095238095
