trainsize,accuracy
10,90.33391915641477
20,95.2548330404218
30,95.2548330404218
40,94.72759226713534
50,94.90333919156416
60,94.90333919156416
70,95.60632688927943
80,95.78207381370825
90,96.1335676625659
100,95.2548330404218
150,96.66080843585237
