train.size,percent.correct.labels,auc,percent.correct.intervals
2,86.4672364672365,0.976826043847086,84.9514563106796
4,86.4672364672365,0.976826043847086,84.9514563106796
6,88.3190883190883,0.976826043847086,87.0550161812298
8,90.8831908831909,0.976826043847086,89.6440129449838
10,90.8831908831909,0.976826043847086,89.6440129449838
12,90.8831908831909,0.976826043847086,89.6440129449838
14,90.8831908831909,0.976826043847086,89.6440129449838
16,90.8831908831909,0.976826043847086,89.6440129449838
18,90.8831908831909,0.976826043847086,89.6440129449838
20,90.8831908831909,0.976826043847086,89.6440129449838
25,93.8746438746439,0.976826043847086,93.3656957928803
30,92.8774928774929,0.976826043847086,92.0711974110032
35,92.8774928774929,0.976826043847086,92.0711974110032
40,93.7321937321937,0.976826043847086,93.2038834951456
45,93.7321937321937,0.976826043847086,93.2038834951456
50,93.7321937321937,0.976826043847086,93.2038834951456
55,93.7321937321937,0.976826043847086,93.2038834951456
60,93.7321937321937,0.976826043847086,93.2038834951456
65,93.5897435897436,0.976826043847086,93.042071197411
70,93.5897435897436,0.976826043847086,93.042071197411
75,93.5897435897436,0.976826043847086,93.042071197411
80,93.5897435897436,0.976826043847086,93.042071197411
85,92.5925925925926,0.976826043847086,92.2330097087379
90,92.8774928774929,0.976826043847086,92.5566343042071
95,92.8774928774929,0.976826043847086,92.5566343042071
100,92.8774928774929,0.976826043847086,92.5566343042071
200,92.8774928774929,0.976826043847086,92.5566343042071
300,92.5925925925926,0.976826043847086,92.2330097087379
400,93.7321937321937,0.976826043847086,93.2038834951456
500,93.7321937321937,0.976826043847086,93.2038834951456
600,93.8746438746439,0.976826043847086,93.3656957928803
700,93.7321937321937,0.976826043847086,93.2038834951456
800,93.8746438746439,0.976826043847086,93.3656957928803
900,93.8746438746439,0.976826043847086,93.3656957928803
1000,93.7321937321937,0.976826043847086,93.2038834951456
3112,93.1623931623932,0.976826043847086,92.7184466019417
