train.size,percent.correct.labels,auc,percent.correct.intervals
2,,,
4,88.3928571428571,0.948450854700855,33.3333333333333
6,90.1785714285714,0.947496947496948,33.3333333333333
8,89.8809523809524,0.948450854700855,33.3333333333333
10,90.4761904761905,0.947954822954823,33.3333333333333
12,88.3928571428571,0.927503052503052,33.3333333333333
14,89.8809523809524,0.948565323565323,33.3333333333333
16,88.3928571428571,0.948450854700855,33.3333333333333
18,88.3928571428571,0.948450854700855,33.3333333333333
20,88.3928571428571,0.950167887667888,37.5
25,88.9880952380952,0.950396825396825,37.5
30,88.3928571428571,0.953296703296703,33.3333333333333
35,84.2261904761905,0.927007020757021,41.6666666666667
40,84.2261904761905,0.923267704517705,37.5
45,84.8214285714286,0.936546092796093,41.6666666666667
50,90.4761904761905,0.948450854700855,33.3333333333333
55,88.0952380952381,0.94223137973138,33.3333333333333
60,83.0357142857143,0.901633089133089,29.1666666666667
65,86.9047619047619,0.947649572649573,20.8333333333333
70,90.4761904761905,0.947954822954823,33.3333333333333
75,87.202380952381,0.949252136752137,25
80,86.6071428571429,0.948450854700855,20.8333333333333
85,86.6071428571429,0.948260073260073,25
90,83.0357142857143,0.901251526251526,29.1666666666667
95,83.0357142857143,0.907814407814408,29.1666666666667
100,86.0119047619048,0.935210622710623,33.3333333333333
120,81.8452380952381,0.847413003663004,29.1666666666667
