train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,96.875,0.993579454253612,96,96.875
4,97.9166666666667,0.990369181380417,96,97.9166666666667
6,92.7083333333333,1,96,92.7083333333333
8,92.7083333333333,1,96,92.7083333333333
10,92.7083333333333,1,96,92.7083333333333
12,92.7083333333333,1,96,92.7083333333333
14,92.7083333333333,1,96,92.7083333333333
16,92.7083333333333,1,96,92.7083333333333
18,92.7083333333333,1,96,92.7083333333333
20,92.7083333333333,1,96,92.7083333333333
25,96.875,0.990369181380417,96,96.875
30,96.875,0.990369181380417,96,96.875
35,96.875,0.990369181380417,96,96.875
40,96.875,0.990369181380417,96,96.875
45,96.875,0.990369181380417,96,96.875
50,96.875,0.990369181380417,96,96.875
55,96.875,0.990369181380417,96,96.875
60,96.875,0.990369181380417,96,96.875
