train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,7.29166666666667,0.945425361155698,96,7.29166666666667
4,7.29166666666667,0.918138041733547,96,7.29166666666667
6,95.8333333333333,0.979133226324238,96,95.8333333333333
8,95.8333333333333,0.979133226324238,96,95.8333333333333
10,95.8333333333333,0.979133226324238,96,95.8333333333333
12,95.8333333333333,0.979133226324238,96,95.8333333333333
14,96.875,0.979133226324238,96,96.875
16,95.8333333333333,0.979133226324238,96,95.8333333333333
18,96.875,0.979133226324238,96,96.875
20,96.875,0.979133226324238,96,96.875
25,96.875,0.983948635634029,96,96.875
30,96.875,0.983948635634029,96,96.875
35,96.875,0.983948635634029,96,96.875
40,96.875,0.983948635634029,96,96.875
45,96.875,0.980738362760835,96,96.875
50,96.875,0.980738362760835,96,96.875
55,96.875,0.980738362760835,96,96.875
60,96.875,0.980738362760835,96,96.875
65,96.875,0.980738362760835,96,96.875
70,96.875,0.980738362760835,96,96.875
75,96.875,0.980738362760835,96,96.875
80,96.875,0.980738362760835,96,96.875
85,96.875,0.980738362760835,96,96.875
90,96.875,0.980738362760835,96,96.875
95,96.875,0.980738362760835,96,96.875
100,96.875,0.980738362760835,96,96.875
