train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,,,570,
4,80.1754385964912,0.981549114399713,570,80.1754385964912
6,82.1052631578947,0.973146994870063,570,82.1052631578947
8,84.9122807017544,0.985349067955836,570,84.9122807017544
10,90,0.9688192699867,570,90
12,81.5789473684211,0.972598112689734,570,81.5789473684211
14,76.6666666666667,0.958876058181511,570,76.6666666666667
16,85.7894736842105,0.958263843441913,570,85.6140350877193
18,92.280701754386,0.982097996580042,570,92.280701754386
20,91.9298245614035,0.945723996706707,570,91.9298245614035
25,93.5087719298246,0.978424708142456,570,93.5087719298246
30,93.1578947368421,0.989444573455213,570,93.1578947368421
35,96.3157894736842,0.9910912199962,570,96.3157894736842
40,95.9649122807018,0.98220355084549,570,95.9649122807018
45,97.719298245614,0.995165614642488,570,97.719298245614
50,96.8421052631579,0.991703434735798,570,96.8421052631579
55,97.719298245614,0.994300069665815,570,97.719298245614
60,97.0175438596491,0.991407882792544,570,97.0175438596491
