n,accuracy,cov,mean,lik
4,94.2105263157895,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
5,92.280701754386,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
6,92.4561403508772,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
7,92.280701754386,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
8,84.3859649122807,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
9,86.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
10,92.4561403508772,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
11,91.9298245614035,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
12,92.1052631578947,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
13,92.1052631578947,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
14,91.0526315789474,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
15,90.8771929824562,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.1000}"
16,87.719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
17,88.5964912280702,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
18,88.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
19,88.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
20,88.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
21,88.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
22,88.7719298245614,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
23,91.2280701754386,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
24,91.0526315789474,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
25,90.8771929824562,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
26,90.7017543859649,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
27,90.5263157894737,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
28,90.3508771929825,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
29,90.8771929824562,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
30,90.7017543859649,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
31,91.2280701754386,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
32,90.8771929824562,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
33,95.7894736842105,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.2000}"
34,91.5789473684211,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
35,91.4035087719298,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
36,94.5614035087719,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
37,92.280701754386,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
38,92.1052631578947,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
39,92.4561403508772,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
40,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
41,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
42,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
43,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
44,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
45,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
46,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
47,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
48,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
49,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
50,96.140350877193,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
51,96.140350877193,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
52,96.140350877193,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.1000}"
53,96.4912280701754,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
54,96.3157894736842,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.5000}"
55,96.140350877193,    @covSEard,"    @meanZero","{    @likIntervalErf, 0.2000}"
56,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
57,96.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
58,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
59,96.8421052631579,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
60,96.6666666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalErf, 0.5000}"
