train.size,model,accuracy.percent
2,baseline_0,93.8058368076236
2,unsup_BIC_1,91.9594997022037
2,unreg_linear_1,45.4139368671829
2,unreg_linear_2,55.9559261465158
2,L1reg_linear_117,
4,baseline_0,93.8058368076236
4,unsup_BIC_1,91.9594997022037
4,unreg_linear_1,60.2144133412746
4,unreg_linear_2,74.2406194163193
4,L1reg_linear_117,90.6491959499702
6,baseline_0,93.8058368076236
6,unsup_BIC_1,91.9594997022037
6,unreg_linear_1,63.4901727218583
6,unreg_linear_2,89.1602144133413
6,L1reg_linear_117,74.8659916617034
8,baseline_0,93.8058368076236
8,unsup_BIC_1,91.9594997022037
8,unreg_linear_1,63.4901727218583
8,unreg_linear_2,89.2197736748064
8,L1reg_linear_117,82.251340083383
10,baseline_0,93.8058368076236
10,unsup_BIC_1,91.9594997022037
10,unreg_linear_1,63.4901727218583
10,unreg_linear_2,86.212030970816
10,L1reg_linear_117,71.3817748659917
12,baseline_0,93.8058368076236
12,unsup_BIC_1,91.9594997022037
12,unreg_linear_1,63.5199523525908
12,unreg_linear_2,86.0929124478857
12,L1reg_linear_117,70.5181655747469
14,baseline_0,93.8058368076236
14,unsup_BIC_1,91.9594997022037
14,unreg_linear_1,63.4901727218583
14,unreg_linear_2,86.1226920786182
14,L1reg_linear_117,75.3424657534247
16,baseline_0,93.8058368076236
16,unsup_BIC_1,91.9594997022037
16,unreg_linear_1,63.4603930911257
16,unreg_linear_2,86.1226920786182
16,L1reg_linear_117,70.0416914830256
18,baseline_0,93.8058368076236
18,unsup_BIC_1,91.9594997022037
18,unreg_linear_1,63.4603930911257
18,unreg_linear_2,86.0929124478857
18,L1reg_linear_117,70.6075044669446
20,baseline_0,93.8058368076236
20,unsup_BIC_1,91.9594997022037
20,unreg_linear_1,87.0458606313282
20,unreg_linear_2,86.0631328171531
20,L1reg_linear_117,82.251340083383
25,baseline_0,93.8058368076236
25,unsup_BIC_1,91.9594997022037
25,unreg_linear_1,87.0756402620608
25,unreg_linear_2,86.0631328171531
25,L1reg_linear_117,80.5241215008934
30,baseline_0,93.8058368076236
30,unsup_BIC_1,91.9594997022037
30,unreg_linear_1,92.4061941631924
30,unreg_linear_2,86.0929124478857
30,L1reg_linear_117,81.6557474687314
35,baseline_0,93.1209053007743
35,unsup_BIC_1,91.9594997022037
35,unreg_linear_1,92.435973793925
35,unreg_linear_2,86.0631328171531
35,L1reg_linear_117,82.0428826682549
40,baseline_0,93.1209053007743
40,unsup_BIC_1,91.9594997022037
40,unreg_linear_1,97.2007147111376
40,unreg_linear_2,87.9392495533056
40,L1reg_linear_117,83.2340678975581
45,baseline_0,90.8576533650983
45,unsup_BIC_1,91.9594997022037
45,unreg_linear_1,95.7117331745086
45,unreg_linear_2,89.4877903513996
45,L1reg_linear_117,88.7432995830852
50,baseline_0,90.8576533650983
50,unsup_BIC_1,91.9594997022037
50,unreg_linear_1,95.7117331745086
50,unreg_linear_2,92.9422275163788
50,L1reg_linear_117,76.8910065515188
55,baseline_0,90.8576533650983
55,unsup_BIC_1,91.9594997022037
55,unreg_linear_1,95.7117331745086
55,unreg_linear_2,92.9422275163788
55,L1reg_linear_117,81.893984514592
60,baseline_0,90.8576533650983
60,unsup_BIC_1,91.9594997022037
60,unreg_linear_1,95.7117331745086
60,unreg_linear_2,92.9124478856462
60,L1reg_linear_117,77.6354973198332
60,baseline_0,90.8576533650983
60,unsup_BIC_1,91.9594997022037
60,unreg_linear_1,95.7117331745086
60,unreg_linear_2,92.9124478856462
60,L1reg_linear_117,77.6354973198332
