train.size,model,accuracy.percent
2,baseline_0,19.4444444444444
2,unsup_BIC_1,84.7222222222222
2,unreg_linear_1,95.8333333333333
2,unreg_linear_2,94.4444444444444
2,L1reg_linear_117,
4,baseline_0,19.4444444444444
4,unsup_BIC_1,84.7222222222222
4,unreg_linear_1,93.0555555555556
4,unreg_linear_2,88.8888888888889
4,L1reg_linear_117,
6,baseline_0,19.4444444444444
6,unsup_BIC_1,84.7222222222222
6,unreg_linear_1,90.2777777777778
6,unreg_linear_2,77.7777777777778
6,L1reg_linear_117,
8,baseline_0,23.6111111111111
8,unsup_BIC_1,84.7222222222222
8,unreg_linear_1,98.6111111111111
8,unreg_linear_2,52.7777777777778
8,L1reg_linear_117,
10,baseline_0,23.6111111111111
10,unsup_BIC_1,84.7222222222222
10,unreg_linear_1,90.2777777777778
10,unreg_linear_2,95.8333333333333
10,L1reg_linear_117,
12,baseline_0,19.4444444444444
12,unsup_BIC_1,84.7222222222222
12,unreg_linear_1,87.5
12,unreg_linear_2,95.8333333333333
12,L1reg_linear_117,81.9444444444445
14,baseline_0,19.4444444444444
14,unsup_BIC_1,84.7222222222222
14,unreg_linear_1,87.5
14,unreg_linear_2,95.8333333333333
14,L1reg_linear_117,90.2777777777778
16,baseline_0,19.4444444444444
16,unsup_BIC_1,84.7222222222222
16,unreg_linear_1,87.5
16,unreg_linear_2,93.0555555555556
16,L1reg_linear_117,80.5555555555556
18,baseline_0,19.4444444444444
18,unsup_BIC_1,84.7222222222222
18,unreg_linear_1,90.2777777777778
18,unreg_linear_2,93.0555555555556
18,L1reg_linear_117,83.3333333333333
20,baseline_0,19.4444444444444
20,unsup_BIC_1,84.7222222222222
20,unreg_linear_1,90.2777777777778
20,unreg_linear_2,93.0555555555556
20,L1reg_linear_117,80.5555555555556
25,baseline_0,19.4444444444444
25,unsup_BIC_1,84.7222222222222
25,unreg_linear_1,95.8333333333333
25,unreg_linear_2,95.8333333333333
25,L1reg_linear_117,80.5555555555556
30,baseline_0,19.4444444444444
30,unsup_BIC_1,84.7222222222222
30,unreg_linear_1,95.8333333333333
30,unreg_linear_2,95.8333333333333
30,L1reg_linear_117,80.5555555555556
35,baseline_0,20.8333333333333
35,unsup_BIC_1,84.7222222222222
35,unreg_linear_1,93.0555555555556
35,unreg_linear_2,90.2777777777778
35,L1reg_linear_117,80.5555555555556
40,baseline_0,20.8333333333333
40,unsup_BIC_1,84.7222222222222
40,unreg_linear_1,72.2222222222222
40,unreg_linear_2,98.6111111111111
40,L1reg_linear_117,81.9444444444445
45,baseline_0,20.8333333333333
45,unsup_BIC_1,84.7222222222222
45,unreg_linear_1,73.6111111111111
45,unreg_linear_2,98.6111111111111
45,L1reg_linear_117,84.7222222222222
50,baseline_0,20.8333333333333
50,unsup_BIC_1,84.7222222222222
50,unreg_linear_1,73.6111111111111
50,unreg_linear_2,98.6111111111111
50,L1reg_linear_117,26.3888888888889
55,baseline_0,37.5
55,unsup_BIC_1,84.7222222222222
55,unreg_linear_1,94.4444444444444
55,unreg_linear_2,98.6111111111111
55,L1reg_linear_117,94.4444444444444
60,baseline_0,37.5
60,unsup_BIC_1,84.7222222222222
60,unreg_linear_1,94.4444444444444
60,unreg_linear_2,95.8333333333333
60,L1reg_linear_117,95.8333333333333
65,baseline_0,37.5
