n,accuracy
4,90.17543859649123
5,96.84210526315789
6,95.43859649122807
7,95.96491228070175
8,95.96491228070175
9,95.96491228070175
10,95.78947368421052
11,95.78947368421052
12,95.96491228070175
13,96.14035087719299
14,96.14035087719299
15,96.66666666666667
16,95.78947368421052
17,95.78947368421052
18,95.6140350877193
19,95.08771929824562
20,94.38596491228071
21,94.91228070175438
22,94.91228070175438
23,97.01754385964912
24,97.01754385964912
25,96.84210526315789
26,59.64912280701754
27,67.54385964912281
28,96.66666666666667
29,62.98245614035088
30,62.10526315789474
31,64.21052631578948
32,64.03508771929825
33,58.77192982456141
34,75.26315789473685
35,77.01754385964912
36,66.14035087719297
37,73.15789473684211
38,71.75438596491229
39,67.54385964912281
40,71.40350877192982
41,70.87719298245614
42,69.64912280701753
43,69.47368421052632
44,70.35087719298245
45,68.24561403508773
46,82.45614035087719
47,81.05263157894737
48,82.98245614035088
49,83.85964912280703
50,84.91228070175438
51,16.315789473684212
52,84.56140350877193
53,82.80701754385966
54,16.315789473684212
55,83.15789473684211
56,83.6842105263158
57,20.526315789473685
58,83.6842105263158
59,83.6842105263158
60,63.50877192982456
61,16.315789473684212
62,16.315789473684212
63,83.6842105263158
64,83.6842105263158
65,97.36842105263158
66,20.350877192982455
67,16.315789473684212
68,75.43859649122807
69,16.315789473684212
70,83.6842105263158
71,21.228070175438596
72,16.315789473684212
73,81.57894736842105
74,18.070175438596493
75,44.73684210526316
76,97.01754385964912
77,83.50877192982456
78,97.01754385964912
79,39.64912280701755
80,97.01754385964912
81,16.49122807017544
82,97.01754385964912
83,83.6842105263158
84,83.6842105263158
85,83.6842105263158
86,20.87719298245614
87,97.19298245614036
88,16.315789473684212
89,97.19298245614036
90,83.6842105263158
91,24.035087719298247
92,97.19298245614036
93,83.6842105263158
94,83.6842105263158
95,83.6842105263158
96,83.6842105263158
97,97.01754385964912
98,18.596491228070175
99,83.6842105263158
100,83.6842105263158
