trainsize,accuracy
10,92.45614035087719
20,93.33333333333333
30,92.28070175438596
40,93.85964912280701
50,94.91228070175438
60,96.49122807017544
70,96.14035087719299
80,96.84210526315789
90,96.66666666666667
100,96.49122807017544
150,97.19298245614036
