train.size,percent.correct.labels,auc,percent.correct.intervals
2,83.7179487179487,0.886375714095921,63.0769230769231
4,84.8717948717949,0.889368274212834,65.3846153846154
6,85.8974358974359,0.889368274212834,68.4615384615385
8,86.025641025641,0.889374916965591,68.4615384615385
10,84.7435897435897,0.889112528231699,65.3846153846154
12,85,0.889046100704132,66.9230769230769
14,85.1282051282051,0.889036136574997,66.9230769230769
16,85.3846153846154,0.888650856915106,66.9230769230769
18,85.7692307692308,0.888793676099376,67.6923076923077
20,85.7692307692308,0.888860103626943,67.6923076923077
25,86.025641025641,0.888793676099376,68.4615384615385
30,85.8974358974359,0.889261990168726,68.4615384615385
35,84.7435897435897,0.889026172445862,66.1538461538462
40,84.7435897435897,0.889036136574997,66.1538461538462
45,85.7692307692308,0.888876710508835,68.4615384615385
50,85.5128205128205,0.889215490899429,68.4615384615385
55,84.7435897435897,0.889368274212834,66.1538461538462
60,85.5128205128205,0.889441344493158,68.4615384615385
65,85.2564102564103,0.889278597050618,67.6923076923077
70,85.2564102564103,0.889215490899429,67.6923076923077
75,85.2564102564103,0.889102564102564,67.6923076923077
80,85.2564102564103,0.889085957220672,67.6923076923077
85,85.2564102564103,0.889082635844294,67.6923076923077
90,85.7692307692308,0.888863425003321,68.4615384615385
95,85.7692307692308,0.888816925734024,68.4615384615385
100,85.7692307692308,0.888225720738674,68.4615384615385
200,85.2564102564103,0.888923209778132,67.6923076923077
300,85,0.889149063371861,66.9230769230769
335,84.7435897435897,0.889235419157699,66.1538461538462
