train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,87.0175438596491,0.929933078595706,570,87.0175438596491
4,90.5263157894737,0.953049462728789,570,90.5263157894737
6,95.6140350877193,0.985834617576896,570,95.6140350877193
8,97.719298245614,0.993497857248411,570,97.719298245614
10,98.0701754385965,0.99457451075598,570,98.0701754385965
12,98.2456140350877,0.994933395258503,570,98.2456140350877
14,98.2456140350877,0.994658954168338,570,98.2456140350877
16,98.5964912280702,0.995017838670861,570,98.5964912280702
18,98.2456140350877,0.995123392936309,570,98.2456140350877
20,98.2456140350877,0.995102282083219,570,98.2456140350877
25,98.2456140350877,0.995144503789398,570,98.2456140350877
30,98.2456140350877,0.995165614642488,570,98.2456140350877
35,98.2456140350877,0.995165614642488,570,98.2456140350877
40,98.2456140350877,0.995123392936309,570,98.2456140350877
45,98.0701754385965,0.994975616964681,570,98.0701754385965
50,98.2456140350877,0.99503894952395,570,98.2456140350877
55,98.2456140350877,0.99503894952395,570,98.2456140350877
60,98.2456140350877,0.99503894952395,570,98.2456140350877
65,97.8947368421053,0.995144503789398,570,97.8947368421053
70,97.719298245614,0.994996727817771,570,97.719298245614
75,98.0701754385965,0.995165614642488,570,98.0701754385965
80,97.8947368421053,0.995165614642488,570,97.8947368421053
85,97.8947368421053,0.995165614642488,570,97.8947368421053
90,98.2456140350877,0.995123392936309,570,98.2456140350877
95,98.2456140350877,0.995123392936309,570,98.2456140350877
100,98.2456140350877,0.99506006037704,570,98.2456140350877
200,97.5438596491228,0.994933395258503,570,97.5438596491228
