n,accuracy,cov,mean,lik
4,94.7916666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
5,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
6,92.7083333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
7,95.8333333333333,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
8,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
9,86.4583333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
10,90.625,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
11,93.75,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
12,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
13,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
14,94.7916666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
15,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
16,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
17,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
18,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
19,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
20,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
21,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
22,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
23,95.8333333333333,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
24,93.75,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
25,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
26,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
27,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
28,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
29,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
30,97.9166666666667,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
31,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
32,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
33,96.875,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
34,97.9166666666667,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
35,97.9166666666667,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
36,97.9166666666667,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
37,97.9166666666667,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
