n,accuracy,cov,mean,lik
4,20.8333333333333,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
5,92.7083333333333,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
6,92.7083333333333,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
7,92.7083333333333,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
8,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
9,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
10,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
11,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
12,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
13,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
14,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
15,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
16,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
17,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
18,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
19,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
20,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
21,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
22,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
23,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
24,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
25,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
26,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
27,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
28,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
29,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
30,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
31,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
32,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
33,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
34,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
35,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
36,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
37,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
38,97.9166666666667,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
39,98.9583333333333,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
40,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
41,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
42,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
43,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
44,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
45,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
46,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
47,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
48,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
49,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
50,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
51,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
52,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
53,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
54,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
55,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
56,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
57,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
58,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
59,96.875,    @covSEard,"    @meanZero","{    @likIntervalLogistic, 15}"
60,97.9166666666667,    @covSEard,"{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
