n,accuracy
4,90.35087719298247
5,96.66666666666667
6,95.6140350877193
7,95.6140350877193
8,97.01754385964912
9,97.01754385964912
10,95.78947368421052
11,95.43859649122807
12,97.36842105263158
13,97.19298245614036
14,97.19298245614036
15,97.19298245614036
16,97.19298245614036
17,97.36842105263158
18,97.01754385964912
19,97.19298245614036
20,97.36842105263158
21,97.19298245614036
22,97.36842105263158
23,97.19298245614036
24,97.54385964912281
25,97.36842105263158
26,97.19298245614036
27,97.19298245614036
28,97.19298245614036
29,97.19298245614036
30,97.01754385964912
31,75.26315789473685
32,21.228070175438596
33,97.36842105263158
34,96.84210526315789
35,47.89473684210526
36,46.31578947368421
37,80.17543859649123
38,16.315789473684212
39,71.40350877192982
40,53.68421052631579
41,31.2280701754386
42,49.122807017543856
43,64.73684210526316
44,83.6842105263158
45,83.6842105263158
46,78.94736842105263
47,64.03508771929825
48,23.157894736842106
49,72.98245614035088
50,44.73684210526316
51,81.75438596491227
52,77.54385964912281
53,83.6842105263158
54,16.315789473684212
55,20.526315789473685
56,17.894736842105264
57,83.6842105263158
58,69.12280701754386
59,38.421052631578945
60,83.6842105263158
61,83.6842105263158
62,21.403508771929825
63,69.47368421052632
64,32.280701754385966
65,36.140350877192986
66,97.19298245614036
67,16.842105263157894
68,66.14035087719297
69,96.3157894736842
70,97.01754385964912
71,52.45614035087719
72,16.315789473684212
73,75.78947368421053
74,77.54385964912281
75,44.3859649122807
76,28.596491228070175
77,18.070175438596493
78,68.0701754385965
79,97.01754385964912
80,23.684210526315788
81,67.71929824561404
82,80.52631578947368
83,96.84210526315789
84,83.6842105263158
85,16.315789473684212
86,96.84210526315789
87,83.6842105263158
88,96.84210526315789
89,96.84210526315789
90,96.84210526315789
91,96.84210526315789
92,17.017543859649123
93,16.315789473684212
94,96.84210526315789
95,16.315789473684212
96,16.315789473684212
97,96.84210526315789
98,35.43859649122807
99,73.68421052631578
100,96.84210526315789
