train.size,percent.correct.labels,auc,percent.correct.intervals
2,37.1428571428572,0.787232142857143,0
4,77.1428571428571,0.787232142857143,30
6,81.4285714285714,0.787232142857143,45
8,79.2857142857143,0.787232142857143,40
10,82.1428571428571,0.787232142857143,50
12,80.7142857142857,0.787232142857143,45
14,80,0.787232142857143,40
16,80.7142857142857,0.787232142857143,45
18,80,0.787232142857143,40
20,80,0.787232142857143,40
25,78.5714285714286,0.787232142857143,40
30,72.1428571428571,0.787232142857143,20
35,70,0.787232142857143,25
40,72.8571428571429,0.787232142857143,25
45,72.8571428571429,0.787232142857143,25
50,72.1428571428571,0.787232142857143,20
55,72.1428571428571,0.787232142857143,20
60,70.7142857142857,0.787232142857143,20
65,75,0.787232142857143,30
70,75,0.787232142857143,30
75,75,0.787232142857143,30
80,72.8571428571429,0.787232142857143,25
85,72.1428571428571,0.787232142857143,20
90,75,0.787232142857143,30
95,75,0.787232142857143,30
100,75,0.787232142857143,30
