train.size,model,accuracy.percent
2,baseline_0,51.4084507042254
2,unsup_BIC_1,90.8450704225352
2,unreg_linear_1,
2,unreg_linear_2,
2,L1reg_linear_117,
4,baseline_0,72.3591549295775
4,unsup_BIC_1,90.8450704225352
4,unreg_linear_1,
4,unreg_linear_2,
4,L1reg_linear_117,
6,baseline_0,91.1971830985916
6,unsup_BIC_1,90.8450704225352
6,unreg_linear_1,
6,unreg_linear_2,
6,L1reg_linear_117,
8,baseline_0,91.1971830985916
8,unsup_BIC_1,90.8450704225352
8,unreg_linear_1,
8,unreg_linear_2,
8,L1reg_linear_117,
10,baseline_0,91.0211267605634
10,unsup_BIC_1,90.8450704225352
10,unreg_linear_1,90.1408450704225
10,unreg_linear_2,85.0352112676056
10,L1reg_linear_117,94.7183098591549
12,baseline_0,91.0211267605634
12,unsup_BIC_1,90.8450704225352
12,unreg_linear_1,90.1408450704225
12,unreg_linear_2,85.0352112676056
12,L1reg_linear_117,94.8943661971831
14,baseline_0,91.0211267605634
14,unsup_BIC_1,90.8450704225352
14,unreg_linear_1,91.1971830985916
14,unreg_linear_2,89.0845070422535
14,L1reg_linear_117,95.2464788732394
16,baseline_0,91.0211267605634
16,unsup_BIC_1,90.8450704225352
16,unreg_linear_1,94.5422535211268
16,unreg_linear_2,94.3661971830986
16,L1reg_linear_117,94.7183098591549
18,baseline_0,91.0211267605634
18,unsup_BIC_1,90.8450704225352
18,unreg_linear_1,94.5422535211268
18,unreg_linear_2,94.3661971830986
18,L1reg_linear_117,95.4225352112676
20,baseline_0,90.1408450704225
20,unsup_BIC_1,90.8450704225352
20,unreg_linear_1,97.5352112676056
20,unreg_linear_2,96.4788732394366
20,L1reg_linear_117,94.8943661971831
25,baseline_0,90.1408450704225
25,unsup_BIC_1,90.8450704225352
25,unreg_linear_1,97.5352112676056
25,unreg_linear_2,96.4788732394366
25,L1reg_linear_117,95.4225352112676
30,baseline_0,90.1408450704225
30,unsup_BIC_1,90.8450704225352
30,unreg_linear_1,97.3591549295775
30,unreg_linear_2,96.4788732394366
30,L1reg_linear_117,95.4225352112676
35,baseline_0,90.1408450704225
35,unsup_BIC_1,90.8450704225352
35,unreg_linear_1,97.3591549295775
35,unreg_linear_2,96.4788732394366
35,L1reg_linear_117,96.830985915493
40,baseline_0,90.1408450704225
40,unsup_BIC_1,90.8450704225352
40,unreg_linear_1,97.3591549295775
40,unreg_linear_2,97.887323943662
40,L1reg_linear_117,97.7112676056338
45,baseline_0,89.4366197183099
45,unsup_BIC_1,90.8450704225352
45,unreg_linear_1,96.830985915493
45,unreg_linear_2,97.7112676056338
45,L1reg_linear_117,95.9507042253521
50,baseline_0,89.4366197183099
50,unsup_BIC_1,90.8450704225352
50,unreg_linear_1,96.830985915493
50,unreg_linear_2,97.7112676056338
50,L1reg_linear_117,97.0070422535211
55,baseline_0,91.1971830985916
55,unsup_BIC_1,90.8450704225352
55,unreg_linear_1,97.0070422535211
55,unreg_linear_2,97.887323943662
55,L1reg_linear_117,96.830985915493
60,baseline_0,91.1971830985916
60,unsup_BIC_1,90.8450704225352
60,unreg_linear_1,97.1830985915493
60,unreg_linear_2,97.7112676056338
60,L1reg_linear_117,96.830985915493
65,baseline_0,91.3732394366197
65,unsup_BIC_1,90.8450704225352
65,unreg_linear_1,97.1830985915493
65,unreg_linear_2,97.5352112676056
65,L1reg_linear_117,97.0070422535211
70,baseline_0,91.7253521126761
70,unsup_BIC_1,90.8450704225352
70,unreg_linear_1,97.1830985915493
70,unreg_linear_2,97.887323943662
70,L1reg_linear_117,97.3591549295775
75,baseline_0,91.7253521126761
75,unsup_BIC_1,90.8450704225352
75,unreg_linear_1,97.5352112676056
75,unreg_linear_2,97.7112676056338
75,L1reg_linear_117,97.3591549295775
80,baseline_0,92.0774647887324
80,unsup_BIC_1,90.8450704225352
80,unreg_linear_1,97.1830985915493
80,unreg_linear_2,97.5352112676056
80,L1reg_linear_117,97.0070422535211
85,baseline_0,92.0774647887324
85,unsup_BIC_1,90.8450704225352
85,unreg_linear_1,97.1830985915493
85,unreg_linear_2,97.5352112676056
85,L1reg_linear_117,97.1830985915493
90,baseline_0,92.0774647887324
90,unsup_BIC_1,90.8450704225352
90,unreg_linear_1,97.1830985915493
90,unreg_linear_2,97.5352112676056
90,L1reg_linear_117,97.1830985915493
95,baseline_0,92.0774647887324
95,unsup_BIC_1,90.8450704225352
95,unreg_linear_1,97.1830985915493
95,unreg_linear_2,97.5352112676056
95,L1reg_linear_117,97.3591549295775
100,baseline_0,91.0211267605634
100,unsup_BIC_1,90.8450704225352
100,unreg_linear_1,97.5352112676056
100,unreg_linear_2,97.7112676056338
100,L1reg_linear_117,97.5352112676056
200,baseline_0,90.3169014084507
200,unsup_BIC_1,90.8450704225352
200,unreg_linear_1,97.1830985915493
200,unreg_linear_2,97.5352112676056
200,L1reg_linear_117,96.830985915493
300,baseline_0,91.9014084507042
300,unsup_BIC_1,90.8450704225352
300,unreg_linear_1,97.0070422535211
300,unreg_linear_2,97.1830985915493
300,L1reg_linear_117,97.1830985915493
400,baseline_0,91.3732394366197
400,unsup_BIC_1,90.8450704225352
400,unreg_linear_1,97.1830985915493
400,unreg_linear_2,96.830985915493
400,L1reg_linear_117,96.6549295774648
500,baseline_0,92.0774647887324
500,unsup_BIC_1,90.8450704225352
500,unreg_linear_1,96.830985915493
500,unreg_linear_2,97.0070422535211
500,L1reg_linear_117,97.0070422535211
600,baseline_0,92.6056338028169
600,unsup_BIC_1,90.8450704225352
600,unreg_linear_1,96.830985915493
600,unreg_linear_2,96.830985915493
600,L1reg_linear_117,96.830985915493
700,baseline_0,92.9577464788732
700,unsup_BIC_1,90.8450704225352
700,unreg_linear_1,97.3591549295775
700,unreg_linear_2,97.1830985915493
700,L1reg_linear_117,97.1830985915493
800,baseline_0,92.7816901408451
800,unsup_BIC_1,90.8450704225352
800,unreg_linear_1,97.3591549295775
800,unreg_linear_2,97.1830985915493
800,L1reg_linear_117,97.0070422535211
900,baseline_0,92.9577464788732
900,unsup_BIC_1,90.8450704225352
900,unreg_linear_1,97.5352112676056
900,unreg_linear_2,97.1830985915493
900,L1reg_linear_117,96.4788732394366
1000,baseline_0,92.7816901408451
1000,unsup_BIC_1,90.8450704225352
1000,unreg_linear_1,97.5352112676056
1000,unreg_linear_2,97.3591549295775
1000,L1reg_linear_117,97.3591549295775
2850,baseline_0,92.2535211267606
2850,unsup_BIC_1,90.8450704225352
2850,unreg_linear_1,97.5352112676056
2850,unreg_linear_2,97.7112676056338
2850,L1reg_linear_117,97.3591549295775
