train.size,percent.correct.labels,auc,percent.correct.intervals
2,69.0476190476191,0.699038461538462,25
4,70.2380952380953,0.752884615384615,16.6666666666667
6,72.6190476190476,0.838141025641026,33.3333333333333
8,77.3809523809524,0.895833333333333,16.6666666666667
10,74.4047619047619,0.882188644688645,16.6666666666667
12,70.2380952380953,0.878159340659341,16.6666666666667
14,72.0238095238095,0.886126373626374,16.6666666666667
16,74.4047619047619,0.890613553113553,16.6666666666667
18,74.4047619047619,0.887957875457875,16.6666666666667
20,75,0.886126373626374,25
25,72.6190476190476,0.896199633699634,16.6666666666667
30,78.5714285714286,0.899404761904762,25
31,78.5714285714286,0.899404761904762,25
