train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,83.9506172839506,0.983867592902578,567,83.9506172839506
4,83.9506172839506,0.983867592902578,567,83.9506172839506
6,94.3562610229277,0.983867592902578,567,94.3562610229277
8,94.3562610229277,0.983867592902578,567,94.3562610229277
10,94.3562610229277,0.983867592902578,567,94.3562610229277
12,94.0035273368607,0.983867592902578,567,94.0035273368607
14,94.0035273368607,0.983867592902578,567,94.0035273368607
16,94.0035273368607,0.983867592902578,567,94.0035273368607
18,93.6507936507937,0.983867592902578,567,93.6507936507937
20,93.4744268077601,0.983867592902578,567,93.4744268077601
25,93.6507936507937,0.983867592902578,567,93.6507936507937
30,93.2980599647266,0.983867592902578,567,93.2980599647266
35,92.9453262786596,0.983867592902578,567,92.9453262786596
40,92.9453262786596,0.983867592902578,567,92.9453262786596
45,93.1216931216931,0.983867592902578,567,93.1216931216931
50,93.1216931216931,0.983867592902578,567,93.1216931216931
55,92.9453262786596,0.983867592902578,567,92.9453262786596
60,92.9453262786596,0.983867592902578,567,92.9453262786596
65,92.4162257495591,0.983867592902578,567,92.4162257495591
70,92.4162257495591,0.983867592902578,567,92.4162257495591
75,92.4162257495591,0.983867592902578,567,92.4162257495591
80,92.4162257495591,0.983867592902578,567,92.4162257495591
85,92.4162257495591,0.983867592902578,567,92.4162257495591
90,92.4162257495591,0.983867592902578,567,92.4162257495591
95,92.4162257495591,0.983867592902578,567,92.4162257495591
100,92.4162257495591,0.983867592902578,567,92.4162257495591
200,92.9453262786596,0.983867592902578,567,92.9453262786596
