n,accuracy,cov,mean,lik
4,92.6315789473684,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 20}"
5,90,"    @covRQard","    @meanZero","{    @likIntervalLogistic, 15}"
6,84.2105263157895,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 20}"
7,77.8947368421053,"    @covRQard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
8,84.3859649122807,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
9,83.5087719298246,"    @covRQard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
10,91.5789473684211,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
11,78.5964912280702,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
12,80,"    @covRQard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
13,79.4736842105263,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 10}"
14,79.8245614035088,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
15,79.6491228070175,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 10}"
16,79.6491228070175,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 10}"
17,87.1929824561404,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
18,86.8421052631579,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
19,86.6666666666667,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
20,86.6666666666667,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
21,87.5438596491228,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 10}"
22,87.5438596491228,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 10}"
23,87.719298245614,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 10}"
24,87.719298245614,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
25,91.5789473684211,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
26,91.2280701754386,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
27,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
28,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
29,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
30,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
31,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
32,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
33,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
34,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
35,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
36,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
37,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
38,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
39,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
40,96.140350877193,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
41,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
42,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
43,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
44,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
45,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
46,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
47,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
48,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
49,95.9649122807018,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
50,96.8421052631579,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 10}"
51,96.6666666666667,"{    @covMaternard, 5}","    @meanConst","{    @likIntervalLogistic, 20}"
52,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
53,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
54,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
55,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
56,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
57,96.3157894736842,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
58,96.140350877193,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
59,96.140350877193,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
60,96.140350877193,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
