train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,57.2916666666667,0.961476725521669,96,57.2916666666667
4,57.2916666666667,0.961476725521669,96,57.2916666666667
6,57.2916666666667,0.961476725521669,96,57.2916666666667
8,60.4166666666667,0.961476725521669,96,60.4166666666667
10,60.4166666666667,0.961476725521669,96,60.4166666666667
12,62.5,0.961476725521669,96,61.4583333333333
14,62.5,0.961476725521669,96,61.4583333333333
16,62.5,0.961476725521669,96,61.4583333333333
18,63.5416666666667,0.961476725521669,96,63.5416666666667
20,66.6666666666667,0.961476725521669,96,66.6666666666667
25,66.6666666666667,0.961476725521669,96,66.6666666666667
30,66.6666666666667,0.961476725521669,96,66.6666666666667
35,73.9583333333333,0.961476725521669,96,73.9583333333334
40,76.0416666666667,0.961476725521669,96,76.0416666666667
45,81.25,0.961476725521669,96,81.25
50,81.25,0.961476725521669,96,81.25
55,81.25,0.961476725521669,96,81.25
60,81.25,0.961476725521669,96,81.25
