n,accuracy,cov,mean,lik
22,84.3859649122807,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
23,86.140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
24,85.9649122807018,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
25,89.4736842105263,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
26,87.5438596491228,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
27,87.719298245614,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
28,85.6140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
29,89.2982456140351,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
30,86.8421052631579,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
31,86.8421052631579,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
32,84.7368421052632,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 10}"
33,87.5438596491228,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
34,94.3859649122807,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
35,94.0350877192982,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
36,91.0526315789474,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
37,90.3508771929825,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
38,90.1754385964912,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
39,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
40,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
41,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
42,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
43,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
44,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 10}"
45,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
46,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
47,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
48,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
49,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
50,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
51,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
52,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
53,96.140350877193,"    @covSEard","    @meanZero","{    @likIntervalLogistic, 20}"
54,95.6140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
55,95.6140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
56,95.7894736842105,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
57,95.7894736842105,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
58,95.7894736842105,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
59,95.6140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
60,95.6140350877193,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
