n,accuracy,cov,mean,lik
4,92.6315789473684,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 20}"
5,89.6491228070175,"{    @covMaternard, 5}","    @meanZero","{    @likIntervalLogistic, 20}"
6,74.2105263157895,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
7,85.2631578947368,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
8,83.859649122807,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
9,84.3859649122807,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
10,83.5087719298246,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
11,85.2631578947368,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
12,78.2456140350877,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
13,78.5964912280702,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
14,85.6140350877193,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
15,83.1578947368421,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
16,86.3157894736842,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
17,86.3157894736842,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
18,82.8070175438597,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
19,86.3157894736842,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 15}"
20,83.5087719298246,"    @covSEard","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 20}"
21,83.6842105263158,"{    @covMaternard, 5}","{    @meanSum, {    @meanLinear,     @meanConst}}","{    @likIntervalLogistic, 10}"
