train.size,model,accuracy.percent
2,baseline_0,93.7282229965157
2,unsup_BIC_1,91.8118466898955
2,unreg_linear_1,93.9024390243902
2,unreg_linear_2,93.9024390243902
2,L1reg_linear_117,
4,baseline_0,93.3797909407666
4,unsup_BIC_1,91.8118466898955
4,unreg_linear_1,93.9024390243902
4,unreg_linear_2,93.9024390243902
4,L1reg_linear_117,
6,baseline_0,92.8571428571429
6,unsup_BIC_1,91.8118466898955
6,unreg_linear_1,93.9024390243902
6,unreg_linear_2,93.9024390243902
6,L1reg_linear_117,
8,baseline_0,92.8571428571429
8,unsup_BIC_1,91.8118466898955
8,unreg_linear_1,93.9024390243902
8,unreg_linear_2,93.9024390243902
8,L1reg_linear_117,
10,baseline_0,92.8571428571429
10,unsup_BIC_1,91.8118466898955
10,unreg_linear_1,93.9024390243902
10,unreg_linear_2,93.9024390243902
10,L1reg_linear_117,
12,baseline_0,92.8571428571429
12,unsup_BIC_1,91.8118466898955
12,unreg_linear_1,93.9024390243902
12,unreg_linear_2,93.9024390243902
12,L1reg_linear_117,
14,baseline_0,92.8571428571429
14,unsup_BIC_1,91.8118466898955
14,unreg_linear_1,93.9024390243902
14,unreg_linear_2,93.9024390243902
14,L1reg_linear_117,93.9024390243902
16,baseline_0,90.0696864111498
16,unsup_BIC_1,91.8118466898955
16,unreg_linear_1,97.5609756097561
16,unreg_linear_2,98.6062717770035
16,L1reg_linear_117,98.6062717770035
18,baseline_0,90.0696864111498
18,unsup_BIC_1,91.8118466898955
18,unreg_linear_1,97.5609756097561
18,unreg_linear_2,98.6062717770035
18,L1reg_linear_117,98.7804878048781
20,baseline_0,90.0696864111498
20,unsup_BIC_1,91.8118466898955
20,unreg_linear_1,97.212543554007
20,unreg_linear_2,98.6062717770035
20,L1reg_linear_117,97.5609756097561
25,baseline_0,91.6376306620209
25,unsup_BIC_1,91.8118466898955
25,unreg_linear_1,97.212543554007
25,unreg_linear_2,98.6062717770035
25,L1reg_linear_117,98.6062717770035
30,baseline_0,91.6376306620209
30,unsup_BIC_1,91.8118466898955
30,unreg_linear_1,97.212543554007
30,unreg_linear_2,98.6062717770035
30,L1reg_linear_117,98.6062717770035
35,baseline_0,91.8118466898955
35,unsup_BIC_1,91.8118466898955
35,unreg_linear_1,97.5609756097561
35,unreg_linear_2,98.4320557491289
35,L1reg_linear_117,97.5609756097561
40,baseline_0,92.1602787456446
40,unsup_BIC_1,91.8118466898955
40,unreg_linear_1,97.3867595818815
40,unreg_linear_2,98.4320557491289
40,L1reg_linear_117,98.7804878048781
45,baseline_0,92.3344947735192
45,unsup_BIC_1,91.8118466898955
45,unreg_linear_1,97.212543554007
45,unreg_linear_2,98.4320557491289
45,L1reg_linear_117,98.4320557491289
50,baseline_0,92.8571428571429
50,unsup_BIC_1,91.8118466898955
50,unreg_linear_1,97.7351916376307
50,unreg_linear_2,98.2578397212544
50,L1reg_linear_117,98.4320557491289
55,baseline_0,93.3797909407666
55,unsup_BIC_1,91.8118466898955
55,unreg_linear_1,97.9094076655052
55,unreg_linear_2,97.5609756097561
55,L1reg_linear_117,98.6062717770035
60,baseline_0,93.3797909407666
60,unsup_BIC_1,91.8118466898955
60,unreg_linear_1,97.9094076655052
60,unreg_linear_2,98.9547038327526
60,L1reg_linear_117,98.4320557491289
65,baseline_0,93.5540069686411
65,unsup_BIC_1,91.8118466898955
65,unreg_linear_1,97.7351916376307
65,unreg_linear_2,98.0836236933798
65,L1reg_linear_117,98.0836236933798
70,baseline_0,93.5540069686411
70,unsup_BIC_1,91.8118466898955
70,unreg_linear_1,97.7351916376307
70,unreg_linear_2,97.3867595818815
70,L1reg_linear_117,99.1289198606272
75,baseline_0,93.7282229965157
75,unsup_BIC_1,91.8118466898955
75,unreg_linear_1,97.7351916376307
75,unreg_linear_2,98.6062717770035
75,L1reg_linear_117,98.7804878048781
80,baseline_0,93.7282229965157
80,unsup_BIC_1,91.8118466898955
80,unreg_linear_1,97.7351916376307
80,unreg_linear_2,98.4320557491289
80,L1reg_linear_117,98.7804878048781
85,baseline_0,93.7282229965157
85,unsup_BIC_1,91.8118466898955
85,unreg_linear_1,97.212543554007
85,unreg_linear_2,98.4320557491289
85,L1reg_linear_117,98.9547038327526
90,baseline_0,93.3797909407666
90,unsup_BIC_1,91.8118466898955
90,unreg_linear_1,97.212543554007
90,unreg_linear_2,98.4320557491289
90,L1reg_linear_117,98.7804878048781
95,baseline_0,93.0313588850174
95,unsup_BIC_1,91.8118466898955
95,unreg_linear_1,97.212543554007
95,unreg_linear_2,98.4320557491289
95,L1reg_linear_117,98.7804878048781
100,baseline_0,93.0313588850174
100,unsup_BIC_1,91.8118466898955
100,unreg_linear_1,97.212543554007
100,unreg_linear_2,98.4320557491289
100,L1reg_linear_117,98.7804878048781
200,baseline_0,93.7282229965157
200,unsup_BIC_1,91.8118466898955
200,unreg_linear_1,97.212543554007
200,unreg_linear_2,98.9547038327526
200,L1reg_linear_117,98.7804878048781
300,baseline_0,93.205574912892
300,unsup_BIC_1,91.8118466898955
300,unreg_linear_1,97.212543554007
300,unreg_linear_2,99.1289198606272
300,L1reg_linear_117,98.9547038327526
400,baseline_0,93.205574912892
400,unsup_BIC_1,91.8118466898955
400,unreg_linear_1,97.212543554007
400,unreg_linear_2,98.7804878048781
400,L1reg_linear_117,98.7804878048781
500,baseline_0,93.5540069686411
500,unsup_BIC_1,91.8118466898955
500,unreg_linear_1,97.212543554007
500,unreg_linear_2,98.7804878048781
500,L1reg_linear_117,99.1289198606272
600,baseline_0,93.7282229965157
600,unsup_BIC_1,91.8118466898955
600,unreg_linear_1,97.212543554007
600,unreg_linear_2,98.7804878048781
600,L1reg_linear_117,99.1289198606272
700,baseline_0,93.5540069686411
700,unsup_BIC_1,91.8118466898955
700,unreg_linear_1,97.212543554007
700,unreg_linear_2,98.7804878048781
700,L1reg_linear_117,99.1289198606272
800,baseline_0,93.3797909407666
800,unsup_BIC_1,91.8118466898955
800,unreg_linear_1,97.212543554007
800,unreg_linear_2,98.7804878048781
800,L1reg_linear_117,98.7804878048781
900,baseline_0,93.3797909407666
900,unsup_BIC_1,91.8118466898955
900,unreg_linear_1,97.212543554007
900,unreg_linear_2,98.7804878048781
900,L1reg_linear_117,99.1289198606272
1000,baseline_0,93.3797909407666
1000,unsup_BIC_1,91.8118466898955
1000,unreg_linear_1,97.212543554007
1000,unreg_linear_2,98.7804878048781
1000,L1reg_linear_117,99.1289198606272
2844,baseline_0,93.3797909407666
2844,unsup_BIC_1,91.8118466898955
2844,unreg_linear_1,97.212543554007
2844,unreg_linear_2,98.6062717770035
2844,L1reg_linear_117,98.7804878048781
